news_outlet,provenance,query_keywords,creation_date,last_modified,crawl_date,author_person,author_organization,news_keywords,content_title,content_description,content_body,Fake News,Extreme bias,clickbait,credible,body_len,has_label
kurier,https://kurier.at/chronik/welt/berlin-london-wien-klimarebellen-blockieren-weltweit-verkehr/400639676,"politik, spd, spo, familie, ns, demo, us, ss, schi, klima, umweltschutz, regierung, sp, klimakatastrophe",2019-10-07 00:00:00,,2024-10-24,"07.10.19, 09:23",,,Klimarebellen blockieren Verkehr: Festnahmen in Amsterdam und London,"Sieben Tage lang machen Aktivisten von ""Extinction Rebellion"" weltweit auf die Gefahren des Klimawandels aufmerksam. Auch in Wien.","Heute beginnt die weltweite Rebellion gegen das Aussterben"", sagt die deutsche Klima-Aktivistin Eva Escosa-Jung, die sich wie rund 1000 andere Menschen vor der Siegessaeule im Berliner Stadttteil Tiergarten eingefunden hat. Ihre Mission: Den wichtigen Verkehrsknotenpunkt lahmzulegen. Aehnlich Kaempferisches hoerte man auch am Potsdamer Platz, wo sich gegen Mittag rund 300 Demonstranten einfanden. Demos gab es auch in London, Amsterdam, Melbourne, Sydney oder Wien.",,,,,468.0,False
kurier,https://kurier.at/politik/inland/sozialistische-jugend-vorarlberg-gaza-posting-social-media/402636452,"terror, krieg, ns, hamas, demo, oevp, christ, us, rna, ss, schi, neos, sp, israel",2023-10-18 00:00:00,,2024-10-24,"18.10.23, 10:29",,,SPOe-Bundesgeschaeftsfuehrerin distanziert sich von Posting der SJ Vorarlberg,In einem Posting auf Instagram ruft die Sozialistische Jugend Vorarlberg zur Verteidigung von Gaza auf. Das sorgt fuer viel Kritik. Die SPOe-Bundesgeschaeftsfuehrerin distanziert sich nun von dem Posting. ,"""Nieder mit der Heuchelei - fuer die Verteidigung von Gaza!"" Mit diesem Posting auf Instagram sorgt die Sozialistische Jugend (SJ) Vorarlberg derzeit fuer Aufregung. Der Beitrag wurde zuerst von Der Funke gepostet. Der Funke ist eine Zeitschrift der deutschen, oesterreichischen und Schweizer Sektionen der Internationalen Marxistischen Tendenz (IMT). âž¤ Mehr lesen: SPOe kampagnisiert fuer Millionaerssteuer In dem Posting der SJ heisst es weiters: ""Nach dem Angriff der Hamas fuehrt Israel einen erbarmungslosen Krieg im Gazastreifen. Wir teilen hier ein Statement der marxistischen Stroemung Der Funke und bekunden unsere Solidaritaet mit dem Palaestinensischen Volk.""",,,,,672.0,False
kurier,https://kurier.at/wirtschaft/nationalbank-oenb-2023-ergebnis-minus-22-mrd-euro/402829366,"rki, inflation, ns, us, usa, ss, schi, regierung, sp, oesterreich",2024-03-22 00:00:00,,2024-10-24,"22.03.24, 11:18",,,Nationalbank rechnet auch fuer heuer mit Milliardenverlust,Deutlich geringere Zinsertraege als -aufwendungen belasteten das Ergebnis. Die Republik bekommt erneut keine Dividende. OeNB plant Bankomat-Offensive.,"Um die hohe Inflation im Euroraum zu drosseln, hat die Europaeische Zentralbank Mitte 2022 begonnen, die Leitzinsen schrittweise von Null auf aktuell 4,5 Prozent anzuheben. Das fuehrte dazu, dass die jeweiligen Nationalbanken ihrerseits fuer Einlagen der Geschaeftsbanken nun hoehere Zinsen zahlen muessen. Bei der Oesterreichischen Nationalbank (OeNB) sind dies etwa fuer insgesamt 84 Milliarden Euro im Durchschnitt 3,38 Prozent. Umgekehrt hat die OeNB 114 Milliarden Euro an Wertpapieren im Portfolio, zum Teil schon laenger und daher zu schlechten Konditionen. Hier betraegt der durchschnittliche Zinssatz nur 0,44 Prozent. Das fuehrt zu einer finanziellen Schieflage, unterm Strich ergibt dies den ersten Bilanzverlust in der Geschichte der OeNB.  Konkret liegt dieser bei 2,21 Milliarden Euro.",,,,,799.0,False
kurier,https://kurier.at/politik/inland/kassenaerzte-steinhart-von-oegk-ankuendigungen-angetan/401982395,"ns, ss, sp, us",2022-04-22 00:00:00,,2024-10-24,"22.04.22, 13:57",,,Kassenaerzte: Steinhart von OeGK-Ankuendigungen angetan,Aerztekammer gibt sich gespraechsbereit.,"Der voraussichtlich naechste Wiener Aerztekammer-Praesident Johannes Steinhart begruesst die Ankuendigungen der Oesterreichischen Gesundheitskasse (OeGK) zur Attraktivierung des Kassensystems. Die niedergelassenen Aerzte seien von der signalisierten Gespraechsbereitschaft ueberrascht, so Steinhart zu den juengsten Wortmeldungen von OeGK-Generalsekretaer Bernhard Wurzer. Dieser hatte mehr Flexibilitaet bei den Vertraegen und Entlastung bei administrativen Huerden versprochen.",,,,,479.0,False
kurier,https://kurier.at/chronik/burgenland/zahl-pflegender-angehoeriger-weit-unter-plan/401878298,"ns, oevp, us, rna, ss, regierung, sp",2022-01-21 00:00:00,,2024-10-24,"21.01.22, 07:00",,,Zahl pflegender Angehoeriger weit unter Plan,Der Landesrechnungshof hat das Anstellungsmodell des Landes unter die Lupe genommen  und warnt vor der eklatanten Steigerung der Ausgaben fuer die Sozialhilfe ,"Aus Sicht der SPOe-Alleinregierung ist die Anstellung pflegender Angehoeriger wohl ein sozialpolitischer Meilenstein  aber wie sieht eine nuechterne Betrachtung des pannonischen Pflegemodells aus? Das ist im juengsten Bericht des Burgenlaendischen Landesrechnungshofs (BLRH) nachzulesen, der auf Ersuchen der OeVP die Ausgaben des Landes fuer Sozialhilfe seit 2015 geprueft hat. Auf knapp 180 Seiten werden drei Teilbereiche beleuchtet: Allgemeine Sozialhilfe, Neu- und Umbau von Pflegeheimen  und eben die Pflege Service Burgenland (PSB) GmbH, die 2019 eigens fuer das Anstellungsmodell pflegender Angehoeriger gegruendet wurde. Man erinnert sich: Die Landesregierung wollte mit einem Streich den eklatanten Personalmangel im Pflegebereich deutlich lindern und zugleich vor allem Frauen sozial- und pensionsrechtlich absichern. Wie? Indem sie bei der PSB zum Mindestlohn von 1.700 Euro netto fuer die Vollzeitbetreuung eines Angehoerigen angestellt werden. Wunsch und Wirklichkeit klaffen auseinander, laesst sich dem Rechnungshofbericht entnehmen.",,,,,1049.0,False
kurier,https://kurier.at/chronik/oesterreich/bis-zu-6000-teilnehmer-bei-demonstration-gegen-corona-massnahmen/401821204,"politik, spo, europa, hitler, ns, demo, oevp, us, ss, schi, regierung, impfpflicht, corona, sp, fpoe, karl nehammer",2021-11-28 00:00:00,,2024-10-24,"28.11.21, 09:06",,,"Corona-Demos: ""Heil Hitler""-Rufe in Graz, mehrere Festnahmen in St. Poelten","40.000 Demo-Teilnehmer am Samstag. Aggression und koerperliche Gewalt gegen Polizei. Nehammer: ""Missbrauch der Versammlungsfreiheit"".","Waehrend Forscher und Gesundheitsexperten sich wegen der neuen Mutante des Coronavirus, Omikron genannt,  zunehmend Sorgen machen, gingen in Oesterreich am Sanmstag Zehntausende Menschen auf die Strasse, um gegen die Corona-Massnahmen der Bundesregierung zu demonstrieren. 5.000 bis 6.000 Menschen, so die Schaetzung der Polizei, waren es in Klagenfurt, die insbesondere gegen die Impfpflicht auftreten. Die Menge zog - Parolen skandierend - durch die Innenstadt, ihr Ziel war der Arnulfplatz, der Sitz der Kaerntner Landesregierung. Demo in Klagenfurt Rund ein Drittel der Demonstrierenden hielt sich an die Pflicht, eine FFP2-Maske zu tragen, die Polizei schritt auch da und dort gegen Verstoesse ein. Fuer die Abschlusskundgebung vor der Landesregierung hatten sowohl der Kaerntner FPOe-Obmann Erwin Angerer als auch der Ex-Politiker und Anti-Corona-Massnahmen-Aktivist Martin Rutter Ansprachen angekuendigt. Bisher kam es zu keinerlei Zwischenfaellen, betonte Polizeisprecher Rainer Dionisio am fruehen Nachmittag.",,,,,1018.0,False
kurier,https://kurier.at/chronik/oesterreich/demo-samstag-dieser-weg-wird-kein-leichter-sein/401813383,"spo, sp, nazi, impfstoff, impfpflicht, verschwoerungstheorien, fpoe, migration, ns, demo, lockdown, ss, corona, leiche, politik, oevp, us, schi, regierung, die gruenen, herbert kickl, karl nehammer",2021-11-21 00:00:00,,2024-10-24,"21.11.21, 10:23",,,"Demo-Samstag: ""Dieser Weg wird kein leichter sein""","Zehntausende gingen am Samstag auf die Strasse. Befeuert von Impfpflicht, Lockdown und Verschwoerungstheorien. Nicht alle blieben dabei friedlich  die Polizei war dabei nur ein Feindbild von vielen.","Der deutsche Saenger Xavier Naidoo kann auf eine treue Fangemeinde vertrauen: Dieser Weg wird kein leichter sein, toent es Samstagnachmittag von der Buehne. FPOe-Politiker Udo Landbauer applaudiert. Saenger Naidoo hat sich in den vergangenen Monaten mit obskuren Verschwoerungstheorien hervorgetan und rief auch zur Teilnahme bei der Corona-Demo in Wien auf. Zumindest 40.000 Menschen (Polizeiangaben) gingen am Samstag tatsaechlich auf die Strasse. Befeuert durch den neuen Lockdown und die Ankuendigung der Impfpflicht.",,,,,521.0,False
kurier,https://kurier.at/politik/ausland/australien-kritisiert-astrazeneca-exportstopp-durch-italien/401208370,"europa, ns, us, impfstoff, rna, usa, ss, corona, sp, israel, ukraine, europaeische union",2021-03-05 00:00:00,,2024-10-24,"05.03.21, 07:16",,,Australien kritisiert Astra-Zeneca-Exportstopp durch Italien,"Italien hat die Ausfuhr von 250.000 Astra Zeneca-Dosen nach Australien blockiert. Dort ist man ueber den Schritt ""enttaeuscht"".","Italien hat die Lieferung von 250.000 Dosen Impfstoff des britisch-schwedischen Herstellers Astra Zeneca an Australien blockiert. Grundlage ist ein Ende Jaenner eingefuehrtes System zur Exportkontrolle. Weil Astra Zeneca die EU nicht fristgerecht beliefert, hat Italien den Exportstopp veranlasst. Australien selbst hat den Lieferstopp aus der Europaeischen Union scharf kritisiert. ""Wir sind natuerlich enttaeuscht und frustriert ueber diese Entscheidung, aber das ist auch der Grund, warum wir uns doppelt abgesichert haben"", sagte Finanzminister Simon Birmingham dem Sender Sky News am Freitag. ""Wir haben bis zu 150 Millionen Dosen Impfstoff in Auftrag gegeben, davon 50 Millionen Dosen, die hier in Australien produziert werden sollen"", sagte er. ""Australien hat das Thema bei der Europaeischen Kommission ueber mehrere Kanaele angesprochen und wir haben darum gebeten, diese Entscheidung zu ueberpruefen, sagt der australische Gesundheitsminister Greg Hunt in Melbourne.",,,,,976.0,False
kurier,https://kurier.at/chronik/niederoesterreich/ostumfahrung-wiener-neustadt-von-gegnern-gebautes-baumhaus-geraeumt/402936728,"spo, ns, us, ss, schi, naturschutz, regierung, grenzen, sp",2024-08-16 00:00:00,,2024-10-24,"16.08.24, 11:15",,,Ostumfahrung Wiener Neustadt: Von Gegnern gebautes Baumhaus geraeumt,"Das Baumhaus entsprach laut Land weder Bau-, Wasser- noch Naturschutzrecht. Die Arbeiten fuer das Strassenbauprojekt sollen in Kuerze starten.","Das von Gegnern der geplanten Ostumfahrung Wiener Neustadt in der Fischa-Au im Raum Lichtenwoerth (Bezirk Wiener Neustadt) errichtete Baumhaus ist am Freitag entfernt worden. Grund fuer die Raeumung des Areals war laut Land Niederoesterreich, dass das Baumhaus nicht Bau-, Wasser- und Naturschutzrecht entsprach. Reagiert worden sei mit Protest, berichtete die Initiative ""Vernunft statt Ostumfahrung"" in einer Aussendung. Fuer Nachmittag wurde eine Solidaritaetskundgebung angekuendigt.",,,,,487.0,False
kurier,https://kurier.at/kultur/medien/rekordquoten-fuer-ischgl-doku-auf-orf2/400801907,"spo, europa, ns, us, ss, schi, corona, sp, ischgl",2020-04-03 00:00:00,,2024-10-24,"03.04.20, 10:30",,,"Rekordquoten fuer ""Ischgl""-Doku auf ORF2","Ãœber eine Million Seher - Staerkste ""Am Schauplatz""-Folge aller Zeiten. Auch die ""Rosenheim Cops"" mit Rekord.","Die mit Spannung erwartete Ischgl-Doku von Ed Moschitz ist am Donnerstagabend auf ORF2 durch die Decke gegangen: 1,029 Millionen Seher verfolgten das Portraet des ""Ballermanns der Alpen"", von dem aus das Corona-Virus in weite Teile Europas getragen wurde. Das ist absoluter Rekord fuer diese Sendung.",,,,,300.0,False
kurier,https://kurier.at/wirtschaft/embargo-drohung-schockt-maerkte-energiepreise-schiessen-nach-oben/401929102,"terror, europa, ns, linke, oevp, us, usa, ss, sp, ukraine",2022-03-07 00:00:00,,2024-10-24,"07.03.22, 12:27",,,Embargo-Drohung schockt Maerkte: Energiepreise schiessen nach oben,"Der Gaspreis hat am Montagvormittag ein neues Rekordhoch erreicht, der ATX rutschte um 7 Prozent ab.","Die Energiepreise setzen ihre Rekordjagd am Montag fort. Oel erreichte den hoechsten Stand seit 2008, der europaeische Grosshandelspreis fuer Gas liess seinen bisherigen Rekordwert weit hinter sich. Ausloeser fuer den juengsten Preisausschlag ist, dass westliche Staaten Oel- und oder Gasembargos gegen Russland erwaegen. Bisher war man in Oesterreich stets bemueht, zu versichern, dass der russische Staatskonzern Gazprom weiterhin wie vereinbart liefere und somit kein Versorgungsengpass zu erwarten sein. Auch am Montag bekraeftigte Gazprom, dass die Transitleitungen durch die Ukraine entsprechend den Anforderungen der europaeischen Verbraucher ausgelastet seien. Aber der Narrativ hat sich gedreht: Europaministerin Karoline Edtstadler(OeVP) schloss am Sonntagabend nicht aus, dass Europa selbst den Gashahn zudrehen koennte. Die Idee eines Oel- und Gasembargos gegen Russland kommt freilich nicht aus Oesterreich  mengenmaessig haette das fuer Russland auch keinen nennenswerten Effekt  sondern wird EU-weit in Abstimmung mit den USA diskutiert. ""Wir sprechen jetzt mit unseren europaeischen Partnern und Verbuendeten, um auf koordinierte Weise die Aussicht auf ein Verbot der Einfuhr von russischem Oel zu pruefen"", sagte US-Aussenminister Antony Blinken am Sonntag. Der ukrainische Praesident Wolodymyr Selesnkyj hat seine Forderung nach haerteren Sanktionen, inklusive einem Boykott von Oel und Gas am Montag erneuert: ""Man kann es Embargo nennen oder auch einfach Moral, wenn man sich weigert, den Terroristen Geld zu geben"", sagte er in einer Videobotschaft. ""Wenn sie sich nicht an die zivilisatorischen Regeln halten wollen, dann sollen sie auch keine Waren und Dienstleistungen der Zivilisation erhalten."" Russland ist einer der weltweit wichtigsten Energie-Exporteure. Ein Embargo wuerde also absehbarerweise zu einer Verknappung des Angebots fuehren. Bei einem Wegfall der russischen Exporte waere in der etwa ein Zehntel des gesamten Energiebedarfs gefaehrdet, in Oesterreich sowie Ungarn, Deutschland, Slowenien, Tschechien und Lettland sogar etwa ein Fuenftel. Dementsprechend reagierten die Maerkte: Der Oelpreis fuer ein Fass (je 159 Liter) der Nordseesorte Brent erreichte zwischenzeitlich fast 140 Dollar, den hoechsten Stand seit 2008. Im Laufe des Vormittags gab er wieder auf 126 Dollar nach, was immer noch um sieben Prozent hoeher ist, als am Freitag. Der Gaspreis stieg noch drastischer. War am Freitag mit 200 Euro pro Megawattstunde noch ein historischer Hoechststand erreicht, stieg der Preis am Montagvormittag am fuer Europa wichtigen Amsterdamer Handelsplatz sogar auf knapp 350 Euro. Vor dem Russischen Einmarsch in der Ukraine lag er bei weniger als 80 Euro - und damit bereits auf einem hohen Niveau: Im langjaehrigen Durchschnitt lag er zwischen 10 und 25 Euro. In den USA kostet eine Megawattstunde Gas derzeit etwa 16 Euro, so Monika Koeppl-Turyna vom liberalen Think Tank Eco Austria. Das sei etwa ein Zehntel so viel, wie in Europa waehrend dem laufenden Jahr zu erwarten sei. Die Oekonomin sieht darin ein Hindernis fuer die Wettbewerbsfaehigkeit europaeischer Unternehmen.",,,,,3118.0,False
kurier,https://kurier.at/politik/inland/ukraine-krieg-nehammer-weist-russische-vorwuerfe-gegen-oesterreich-zurueck/401928334,"krieg, ns, oevp, nazi, us, ss, schi, ukraine, karl nehammer",2022-03-06 00:00:00,,2024-10-24,"06.03.22, 13:50",,,Ukraine-Krieg: Nehammer weist russische Vorwuerfe gegen Oesterreich zurueck,"Nach scharfer Kritik aus Moskau, Oesterreich sei nur ""scheinbar neutral"" kontert der Kanzler. ","Bundeskanzler Karl Nehammer (OeVP) hat am Sonntag im ORF auf russische Vorwuerfe gegenueber Oesterreich reagiert. ""Ich habe als Bundeskanzler der Republik Oesterreich im Parlament erklaert, dass russische Soldaten Oesterreich befreit haben und die Nazis besiegt haben."" Gleichzeitig sei es ""aber auch ein Faktum, dass Oesterreich zehn Jahre danach frei"" wurde, ""indem es sich zur immerwaehrenden Neutralitaet bekannt hat und das war eine Bedingung der Sowjets damals"", so der Kanzler.",,,,,484.0,False
kurier,https://kurier.at/wirtschaft/ukraine-gaspreis-hebt-ab-eu-zahlt-besonders-viel/401929507,"krieg, spo, europa, ns, us, rna, usa, ss, schi, sp, ukraine, robert habeck",2022-03-07 00:00:00,,2024-10-24,"07.03.22, 17:11",,,"Ukraine: Gaspreis hebt ab, EU zahlt besonders viel",Hektische Suche nach Alternativen zu russischem Gas,"Der Krieg und ein moeglicher Importstopp des Westens fuer russische Energielieferungen treiben den Gaspreis in die Hoehe. Am Montagvormittag wurde am wichtigen niederlaendischen Handelspunkt TTF eine Megawattstunde zwischenzeitlich fuer 345 Euro gehandelt  ein Plus von rund 60 Prozent gegenueber dem Freitag. Russland ist bei vielen Rohstoffen eine Marktmacht. Liefert Russland nicht mehr, sind etwa zehn Prozent des gesamten Energiebedarfs in Europa gefaehrdet, in Oesterreich sogar 19 Prozent, ergab eine Studie des oesterreichischen Kreditversicherers Acredia in Zusammenarbeit mit Euler Hermes. Entsprechend blank liegen die Nerven in ganz Europa. Noch drastischer ist das Bild, wenn man nur auf die Gasimporte schaut  80 Prozent davon kommen in Oesterreich aus Russland.",,,,,776.0,False
kurier,https://kurier.at/chronik/burgenland/wasserleitung-scheidet-die-geister/401879528,"ns, christ, us, usa, ss, schi, klima, naturschutz, umweltschutz, sp, regierung",2022-01-21 00:00:00,,2024-10-24,"21.01.22, 18:33",,,Warum Naturschuetzer den Neusiedler See austrocknen lassen wollen,Der Welterbe-Verein moechte ueber die Speisung des Neusiedler Sees mit Donauwasser diskutieren. Umweltschuetzer wollen lieber der Natur ihren Lauf lassen. ,"Der Wasserstand des Neusiedler Sees steuert auf seinen tiefsten Wert seit 1965 zu (siehe Zusatzbericht unten). Dieser besorgniserregend niedrige Pegelstand befeuert jetzt erneut die Debatte um Sinn oder Unsinn einer Wasserzuleitung in den Steppensee. Die Landesregierung und Ungarn arbeiten bereits daran. Aus einem ungarischen Nebenarm der Donau koennten 4,5 Kubikmeter Wasser pro Sekunde in den seichten Neusiedler See gepumpt werden. Zur Veranschaulichung: Um den Wasserstand des Sees um einen Zentimeter zu erhoehen, braucht es rund drei Millionen Kubikmeter Wasser.",,,,,570.0,False
kurier,https://kurier.at/chronik/niederoesterreich/laabensmittel-direkt-vom-bauern/401066835,"ns, lockdown, us, usa, ss, schi, familie, corona, sp",2020-10-17 00:00:00,,2024-10-24,"17.10.20, 09:00",,,Laabensmittel direkt vom Bauern,Der Verein zur Direktvermarktung von regionalen Produkten erfreute sich regen Corona-Zulaufs.,"Seit etwas mehr als einem Jahr gibt es in Brand-Laaben (Bezirk Sankt Poelten-Land) eine Gruppe von Menschen, die sich der Vermarktung regionaler Produkte verschrieben hat. Hinter dem Wortspiel Laabensmittel stecken Bauern aus der Region, die sich zu einem Verein zusammengeschlossen haben. Ihre Erzeugnisse bieten sie ihren Kunden im Direktverkauf an. Die Idee fuer eine solche Unternehmung schwebte in Brand-Laaben schon lange in der Luft, erzaehlt Ex-Buergermeister Helmut Lindner. Die Zeit sei aber erst seit Kurzem reif dafuer, weshalb die Vereinsgruendung schlussendlich im letzten Jahr stattgefunden habe.",,,,,611.0,False
kurier,https://kurier.at/chronik/niederoesterreich/corona-krise-budget-minus-in-st-poelten-betraegt-10-mio-euro/401096739,"ns, us, pandemie, ss, corona, sp",2020-11-13 00:00:00,,2024-10-24,"13.11.20, 12:37",,,Corona-Krise: Budget-Minus in St. Poelten betraegt 10 Mio. Euro,"Finanzchef ortet eine ""dramatische Situation in den Gemeinden"", Investitionen soll es dennoch geben.","Das Budget der niederoesterreichischen Landeshauptstadt St. Poelten im kommenden Jahr sieht Aufwendungen von 201,748.000 Mio. Euro und ein negatives Nettoergebnis von 10,677.000 Mio. Euro vor. Der Haushaltsentwurf soll in der naechsten Sitzung des Stadtsenats diskutiert und in der letzten Gemeinderatssitzung des Jahres im Dezember beschlossen werden.",,,,,352.0,False
kurier,https://kurier.at/chronik/niederoesterreich/sankt-poelten/den-menschen-reinen-wein-einschenken-und-nicht-herumeiern/401097120,"terror, politik, ns, lockdown, us, usa, pandemie, ss, schi, regierung, corona, sp",2020-11-14 00:00:00,,2024-10-24,"14.11.20, 05:00",,,"Stadler: ""Den Menschen reinen Wein einschenken und nicht herumeiern""","St. Poeltens Buergermeister Matthias Stadler im KURIER-Interview ueber den Wahlkampf, Wohnbau und Terror.","KURIER: Herr Buergermeister, Oesterreich befindet sich im Lockdown. Wie fuehrt man Wahlkampf, wenn persoenliche Kontakte dermassen eingeschraenkt werden muessen? Matthias Stadler: Ja, der Lockdown wirkt sich massiv aus. Viele Termine finden jetzt mittels Videokonferenz statt. Die Dichte ist aber nicht weniger geworden. Natuerlich kaempfe ich auch damit, dass mir Menschen, die betonen, dass sie keine Angst vor Corona haben, die Hand geben wollen. Denn auch das kommt vor. Bei der Gemeinderatswahl am 24. Jaenner wird die Pandemie noch nicht vorbei sein. Ist diese Wahl nicht ein Sicherheitsrisiko? Dass man Wahlen in diesen Zeiten durchfuehren kann, haben zuletzt die Vorarlberger und die Wiener bewiesen. Klar ist, dass derzeit niemand an einer langwierigen, intensiven Wahlauseinandersetzung interessiert ist. Die Bevoelkerung will, dass wir bis zum 24. Jaenner arbeiten, waehlen und danach die Arbeit fortsetzen. Ist der Wahlkampf der SPOe eine One-Man-Show? Nein. Ich habe ein sehr verlaessliches Team und moechte niemanden davon missen. Es gibt so viele Termine, die koennte ich niemals alleine bewaeltigen. Sie haben als Buergermeister das Ohr an der Bevoelkerung, wissen um die Sorgen und Noete. Salopp formuliert: Baut St. Poelten zu viele Wohnungen? Darueber kann man diskutieren. Ich kenne aber noch eine Zeit, als wir mehr als 1.000 Wohnungssuchende in der Stadt gehabt haben. Damals haetten wir gern ueber mehr Wohnungen verfuegt. Aus heutiger Sicht gibt es zwei wichtige Aspekte: Durch den Boom stehen wir besser da als andere Staedte und Regionen, weil die Bauwirtschaft samt den Nebengewerben floriert. Jeder Arbeitsplatz zaehlt in der Krise doppelt und dreifach. Das sind die positiven Effekte. Manchen St. Poeltnern wird zu viel gebaut Dass sich ein Teil der St. Poeltner die Frage stellt, ob wir so viele Wohnungen brauchen, verstehe ich. Nur: Wenn die Wohnungen nicht dauerhaft an den Mann oder die Frau gebracht werden koennen, dann wird auch nichts mehr gebaut. So funktioniert Marktwirtschaft. Aber: 70 Prozent der St. Poeltner Flaeche sind Gruenraum, nur 13 Prozent Wohnbaugebiet. Apropos Gruenraum. Sind Sie ueberrascht, dass das geplante Kinderkunstlabor im Altoona-Park auf so heftigen Widerstand stoesst? Wir haben uns das Projekt im Vorfeld wirklich sehr gut ueberlegt. 27 Liegenschaften wurden unter die Lupe genommen, Fachleute haben alle Fuer und Wider abgewogen. Das Ergebnis ist, dass der Altoona-Park mit Abstand die besten Voraussetzungen hat. Von den ueber 6.000 Quadratmetern Parkflaeche werden wir rund 800 bis 1.000 Quadratmeter Grundflaeche brauchen, der Mammutbaum wird nicht umgeschnitten. Das geplante Kinderkunstlabor Die Situation im Park wird sich damit sogar noch verbessern, weil der Aussenbereich neu gestaltet wird. Wir wollen einen innerstaedtischen Gruenraum mit mehr Qualitaet schaffen und nichts zupflastern. Wann werden Sie den Buergern sagen, dass die Stadt aufgrund der Corona-Krise den Guertel enger schnallen muss? Ich hoffe gar nicht. Zu Sparen waere jetzt sowieso das falsche Signal. Tatsache ist, dass die Budget- und Einnahmeluecken gross sind. Alle rechnen mit einer Welle an Insolvenzen im kommenden Jahr. Das wird auch auf die Staedte und Gemeinde massive Auswirkungen haben. Ich spreche hier von der Kommunalsteuer oder bei den Bundesertragsanteilen. Die Krise sorgt aber auch fuer enorme Zusatzkosten, zum Beispiel was die Ankaeufe von Desinfektionsmitteln betrifft. Ich hoffe, dass es von Seiten der Bundesregierung noch eine Unterstuetzung fuer die Staedte und Gemeinde gibt. Wir brauchen das Geld fuer den normalen Haushalt, wo uns die Einnahmen fehlen. Dann braucht es auch keine Sparprogramme. Es gab durchaus scharfe Kritik aus dem Rathaus, was den Informationsfluss aus der Regierung betraf. Stichwort Ampelregelung. Dass es hier in Sachen Kommunikation nicht so rund gelaufen ist, hat jeder mitbekommen. An dem Tag, als St. Poelten auf rot gestellt wurde, waren wir im Bezirksranking auf Platz 47. Aber es gab zuvor zweimal die Ankuendigung, dass wir auf rot gestellt werden, wo es dann nicht der Fall war. Damit sorgt man fuer Verunsicherung bei den Menschen. Allein, dass es diese Spekulationen gab, hat dafuer gesorgt, dass in den Lokalen nichts mehr los war. Ich habe in der Politik gelernt, dass man den Menschen reinen Wein einschenken soll. Herumeiern geht gar nicht. Der Terror-Anschlag in Wien hat auch Kreise nach St. Poelten gezogen. Hat die Stadt bei Problemen mit tschetschenischen Mitbuergern weggeschaut? Diese Probleme, die man natuerlich nicht kleinreden darf, haben alle groesseren Staedte. Niemand kann in die Leute hineinschauen. Nicht in die, die da sind, und nicht in die, die gekommen sind. Wir haben sehr frueh ein eigenes Buero fuer Diversitaet geschaffen, es gibt verschiedenste Sozial-Programme. In der Naehe des Spitals gab es eine Hausdurchsuchung Dass es bei uns Hausdurchsuchungen gegeben hat, habe ich uebrigens aus den Medien erfahren. Ich habe zwar, wenn es hart auf hart geht, fuer 61.000 Einwohner die Verantwortung, aber offiziell habe ich zu dieser Causa nichts erfahren. Fuer mehr Nachrichten aus St. Poelten koennen Sie sich hier fuer den Newsletter anmelden:",,,,,5178.0,False
