news_outlet,provenance,query_keywords,creation_date,last_modified,crawl_date,author_person,author_organization,news_keywords,content_title,content_description,content_body,Fake News,Extreme bias,clickbait,credible,body_len,has_label
kurier,https://kurier.at/chronik/oesterreich/corona-8030-faelle-in-oesterreich-trauriger-rekordwert-in-spanien/400795688,"datenschutz, spo, rna, usa, sp, arbeitsmarkt, familie, fpoe, ns, demo, pandemie, ss, corona, politik, amnesty, oevp, christ, us, schi, regierung, sebastian kurz, europaeische union, herbert kickl",2020-03-28 00:00:00,,2024-10-24,"28.03.20, 15:00",,,Spanien schliesst fast alle Unternehmen,,,,,,,,False
kurier,https://kurier.at/wirtschaft/israel-hamas-ausweitung-des-nahost-konflikts-inflation-oelpreis-euroraum-klaas-knot/402624617,"inflation, nahost, ns, hamas, christ, us, ss, sp, israel",2023-10-09 00:00:00,,2024-10-24,"09.10.23, 14:49",,,Ausweitung des Nahost-Konflikts koennte Inflation im Euroraum anheizen,"EZB-Ratsmitglied Knot: Wenn Nahost-Konflikt Oelpreise dauerhaft steigen laesst, wird auch Inflation steigen.","Ein Ãœbergreifen des neu entflammten Konflikts zwischen Israel und der palaestinensischen Hamas auf andere Staaten koennte einem EZB-Waehrungshueter zufolge die Inflation im Euroraum anheizen. ""Wenn der Konflikt den Oelpreis ueber laengere Zeit deutlich in die Hoehe treibt, waere das natuerlich ein neuer Aufwaertsschock fuer die Inflation"", sagte der niederlaendische Notenbankchef Klaas Knot am Montag. Knot erwarte keine dauerhaften Auswirkungen auf den Oelpreis, wenn es weiterhin ein regionaler Konflikt bleibe: ""Aber das koennte sich aendern, wenn andere grosse Staaten in der Region darin verwickelt werden"", fuegte das EZB-Ratsmitglied hinzu. âž¤ Alle aktuellen Entwicklungen im Nahost-Konflikt finden Sie in unserem Live-Ticker",,,,,737.0,False
kurier,https://kurier.at/politik/inland/klaudia-tanner-wer-verteidigen-kann-kann-auch-helfen/401117211,"terror, ns, lockdown, us, ss, schi, homeoffice, grenzen, corona, sp, bundesheer",2020-12-03 00:00:00,,2024-10-24,"03.12.20, 05:00",,,"Klaudia Tanner: ""Wer verteidigen kann, kann auch helfen""",Die Verteidigungsministerin ueber ihre Covid-Infektion und den Einsatz des Heeres bei den Massentests.,"Das Bundesheer bereitet sich auf einen der groessten Einsaetze seiner Geschichte vor  allein bei den Massentests in Oesterreich werden 5.400 Soldaten benoetigt. Warum es jedoch keinen weiteren Milizeinsatz geben wird, erklaert Verteidigungsministerin Klaudia Tanner im Interview. KURIER: Sie wurden am Wochenende positiv getestet. Wie geht es Ihnen jetzt? Klaudia Tanner: Es geht mir gut, ich merke keine Symptome und hoffe, das bleibt auch so. Wir haben genug zu tun, aber es funktioniert aus dem Homeoffice auch ganz gut, alles zu organisieren. Tausende Soldaten bereiten sich auf den Einsatz der Massentestungen vor. Wie funktioniert die Koordinierung in den Bundeslaendern? Es ist ohne Zweifel eine Mammutaufgabe, die wir zu bewaeltigen haben. Wir sind mit einem Aufgebot von rund 5.400 Soldaten und Zivilbediensteten im Einsatz, alleine in Wien werden 2.000 Soldaten benoetigt. Wenn man nun bedenkt, dass wir nebenbei auch Grenz-, Auslands-, und andere Corona-Einsaetze zu bewaeltigen haben, dann reden wir von 8.250 Soldaten, die sich im Einsatz befinden. Das ist das zweithoechste Personalaufgebot nach dem Hochwasser 2002, aber auch diese Aufgabe werden wir meistern.",,,,,1175.0,False
kurier,https://kurier.at/politik/inland/luegen-affaere-linz-luger-vor-ruecktritt-als-buergermeister/402939271,"politik, spo, ns, demo, oevp, us, klimaneutral, rna, usa, ss, schi, klima, familie, sp, fpoe",2024-08-23 00:00:00,,2024-10-24,"23.08.24, 14:33",,,"Lugers Luegen-Affaere: ""Ich aergere mich nur ueber mich selbst""",SPOe schlaegt Dietmar Prammer als Nachfolger vor. Neu: Die Reaktionen auf den Ruecktritt des Buergermeisters.,"Am Donnerstagabend hat der Linzer SPOe-Buergermeister Klaus Luger schriftlich bestaetigt, alle Parteifunktionen in der SPOe zurueckzulegen. Da war noch keine Rede davon, dass er das Amt des Buergermeisters auch aufgeben wolle. SPOe-Landesparteichef Michael Lindner etwa hielt es fuer sinnvoll, dass er als Buergermeister die Aufklaerung der Affaere begleite. Luger war unter Druck geraten, weil er seinem Freund Dietmar Kerschbaum Hearing-Unterlagen fuer die Bestellung Brucknerhaus-Chefs zugeschanzt hatte und monatelang die Oeffentlichkeit darueber im Unklaren gelassen und sogar dazu gelogen hatte.",,,,,601.0,False
kurier,https://kurier.at/politik/ausland/israel-hamas-angriff-nahost-terror-gaza/402623783,"terror, krieg, ns, hamas, us, ss, schi, familie, sp, israel, leiche",2023-10-08 00:00:00,,2024-10-24,"08.10.23, 17:45",,,Mit Kuechenmessern verteidigt: Augenzeugen der Hamas-Ãœberfaelle auf Israel erzaehlen,"Die palaestinensischen Kaempfer drangen in Haeuser im Sueden Israels ein und toeteten wahllos. Jene, die die Massaker oft nur durch Zufall ueberlebten, erzaehlen.","aus Tel Aviv Norbert Jessen Ein 8-Jaehriger hat sich mit seiner 6-jaehrigen Schwester im Schrank des Schutzraumes eingeschlossen. Im Wohnzimmer die Leichen von Vater und Mutter, die die Familie nur mit Kuechenmessern gegen die Terroristen verteidigen wollten. Tamar, die Nachbarin war Ohrenzeugin des Massakers. Sie vermutet daher, dass sich die Kinder versteckt hielten.",,,,,371.0,False
kurier,https://kurier.at/wirtschaft/immobiz/die-kunst-des-daheimbleibens-vier-vorschlaege-fuers-durchhalten/400786613,"ns, us, usa, ss, schi, sp, leiche",2020-03-21 00:00:00,,2024-10-24,"21.03.20, 05:00",,,Die Kunst des Daheimbleibens: Vier Vorschlaege fuers Durchhalten,Zuhause zu bleiben ging schon mal leichter. Wie sich aus der Zeit in den eigenen vier Waenden dennoch das Beste machen laesst. ,"Keine Frage: Die derzeit aussergewoehnliche Situation ueberfordert viele Menschen, macht Angst, schafft Langeweile und Einsamkeit. In diesem Zustand ist es besonders wichtig, eine klare Struktur im Alltag einzuhalten, nicht alles ueber Bord werfen, wie die Psychologinnen Pia Andreatta, Barbara Juen und Karin Unterluggauer in den von ihnen herausgebrachten Leitlinien zur Quarantaene raten. Struktur finden Menschen, indem sie etwa immer zur gleichen Zeit essen oder die ueblichen Hygienerituale wie gewohnt beibehalten. Regelmaessige Essenszeiten geben Struktur Ausserdem ist es wichtig, positiv zu bleiben. Die Psychologinnen sagen: Humor kann ein starkes Mittel gegen Hoffnungslosigkeit sein. Auch der Versuch, im Daheimbleiben die erfreulichen Seiten zu entdecken, tut gut. Vier Vorschlaege, wie sich die Zeit in den eigenen vier Waenden positiv gestalten laesst.",,,,,868.0,False
kurier,https://kurier.at/wirtschaft/immobiz/tischlerei-proedl-koch-insel-statt-ibiza/401188618,"ns, us, pandemie, ss, schi, familie, corona, sp",2021-02-16 00:00:00,,2024-10-24,"16.02.21, 05:00",,,Tischlerei Proedl: Koch-Insel statt Ibiza,"Sie statten Szenelokale ebenso aus, wie Einfamilienhaeuser: Das Vater-Sohn-Duo Josef und Matthias Proedl im Gespraech. ","Das Grazer Schlossbergmuseum, das Haus am See oder eine neue Szene-Bar in Wien. Sie haben die Innenausstattung vieler namhafter Projekte umgesetzt, wie kam es dazu? Josef Proedl: Wir machen Moebel und Innenausbau mit Architekten, die wir schon jahrelang als Partner begleiten und umgekehrt. Da haben wir einen sehr guten Austausch. So kommen die meisten Auftraege zustande. Da wird dann schon im Vorfeld gemeinsam entwickelt, ausgearbeitet und bemustert. Wir begleiten die Projekte dann von Beginn an bis zur Fertigstellung. Wie ist die Arbeitsaufteilung im Betrieb? Oder: Wer hat welche Spezialgebiete? Josef Proedl: Wir beraten natuerlich gemeinsam. Wenn wir vor einer Herausforderung stehen, besprechen wir uns. Ãœberlegen, wie wir Dinge loesen und was die ideale Herangehensweise ist. Welches Material ist das Richtige. Da kann Matthias manchmal auch noch was Lernen und andererseits wachsen wir an uns gegenseitig. Aber prinzipiell hat jeder seine eigenen Kunden und Kontakte. Die Tischlerei gestaltete die Inneneinrichtung fuer die Tagesbar ""Everybody's Darling"" Matthias, war fuer Sie immer klar, dass Sie ins Familienbusiness einsteigen? Gar nicht. Natuerlich war die Tischlerei immer ein Thema. Fuer mich und meinen Bruder (Fussballprofi Sebastian Proedl, Anm.) war vorgesehen, die HTL Moedling zu besuchen . Doch das hat uns als Jugendliche gar nicht interessiert. Wir haben beide Fussball gespielt, da ist mein Bruder auch haengen geblieben. Ich habe zunaechst einen anderen Weg eingeschlagen, BWL studiert, und bin viel gereist, doch dann hat es mich doch zu den Wurzeln zurueckgezogen. Jetzt bin ich seit zehn Jahren in der Firma taetig und gluecklich, so einen schoenen Beruf ausueben zu duerfen. Haben Sie auf ihren Umwegen auch etwas mitgenommen fuer den Betrieb? Durch das Reisen aendert sich der Blick auf die Welt, man erhaelt neue, ungewohnte Zugaenge. Und man schaetzt es dann umso mehr, wenn man wieder zurueckkommt. Gefragte Tischler aus der Steiermark: Josef und Matthias (re.) Proedl Nehmen Sie  pandemiebedingt  eine verstaerkte Nachfrage nach Handwerk wahr? Matthias Proedl: Tatsaechlich. Vor einigen Jahren war unser Plan, das Geschaeft mehr ins Ausland zu verlagern. Wir haben 2014 angefangen, auch nach London zu liefern. Vor zwei Jahren haben wir in Berlin eine Niederlassung gegruendet. Durch Corona wurde die Arbeit im Ausland natuerlich erschwert. Und mit einem Mal ist die Nachfrage nach Tischlerarbeit auch in Oesterreich wieder sehr stark. Die Kueche ist wohl das neue Ibiza. Frueher wurde auf der Insel gekauft, heute lassen sie sich lieber eine Kuechen-Insel bauen. Die ist hochwertig und nachhaltig. Josef Proedl: Also haben wir unseren Plan, verstaerkt im Ausland zu arbeiten, vorerst auf Eis gelegt und konzentrieren uns auf heimische Auftraege. Bei Ihrer Arbeit legen Sie auch grossen Wert auf Umweltbewusstsein. Ist das Tischlerhandwerk nicht per se nachhaltig? Josef Proedl: Das Material Holz an sich auf jeden Fall. Aber man muss sich auch die Produktionsbedingungen ansehen. Wir legen zum Beispiel Wert auf Lieferanten aus der Gegend, Heizen unsere eigenen Abfaelle, haben eine Fotovoltaik-Anlage am Dach. Gute Arbeitsbedingungen fuer unsere sechzig Mitarbeiter sind genauso wichtig. Nur dann ist nicht nur die fertige Kueche nachhaltig, sondern auch der gesamte Prozess. Welche Trends punkto Material und Gestaltung beobachten Sie derzeit? Martin Proedl: Schlichtes, zeitloses Design ist gefragt. Akzente aus Holz, Metall oder tapezierten Elementen werden gerne gesetzt. Eichenholz in unterschiedlichen Facetten ist im Trend. Und Kuechen in Blau-, Gruen- oder Schlammtoenen sind beliebt. Statement-Projekt der Tischlerei Proedl: Die Bueroraeume der Wien-Energie",,,,,3709.0,False
kurier,https://kurier.at/wirtschaft/immobiz/gut-wagram-maroder-meierhof-wird-moderne-weinmanufaktur/400966604,"rki, ns, linke, us, usa, ss, schi, sp",2020-07-11 00:00:00,,2024-10-24,"11.07.20, 05:00",,,Gut Wagram: Maroder Meierhof wird moderne Weinmanufaktur,"Gemeinsam mit destilat hat Star-Winzer Clemens Strobl einen maroden Meierhof in eine moderne Weinmanufaktur verwandelt. Auf Gut Wagram vereint er Wohnen und Arbeiten, Genuss und Design, Vergangenheit und Zukunft.   ","Wir wollten ein Weingut nach der urspruenglichen Idee â€™Leben und arbeiten unter einem Dachâ€™ erschaffen, sagt Clemens Strobl. Schon seit vielen Jahren baut der Oberoesterreicher eigenen Wein an. Was dabei herauskommt, ist nur in den besten Restaurants vertreten. Riesling, Gruener Veltliner und Pinot Noir: Darin steckt sein ganzes Herzblut. Die Vision war, einen Platz zu kreieren, wo wir jederzeit bei unseren langsam und schonend heranreifenden Weinen sein koennen. Nach zwei Jahren Bauzeit steht seine Weinmanufaktur  ein Ensemble aus drei Gebaeuden im niederoesterreichischen Weinviertel. Gemeinsam mit dem Innenarchitekturbuero destilat, das ihn schon bei der Suche nach dem passenden Grundstueck unterstuetzt hat, ist er in Mitterstockstall bei Kirchberg am Wagram fuendig geworden. Wir haben sehr lange nach einem Objekt gesucht. Nachdem wir schon fast wieder aufgegeben hatten, kam uns eher per Zufall dieses verfallene Haus unter  eine Empfehlung eines Nachbarn. Wir haben uns das â€™verwunscheneâ€™ Anwesen angesehen und uns sofort verliebt, erinnert sich Strobl. Der Meierhof des Schloss Winkelberg, dessen Mauern im 19. Jahrhundert vollstaendig abgetragen wurden, stand zuletzt jahrelang leer. Die Bausubstanz war katastrophal. Decken und Kreuzgewoelbe waren eingebrochen, der Dachstuhl morsch und es hat reingeregnet, erzaehlt Henning Weimer von destilat. Baufaellig und marode: So praesentierte sich der Meierhof bei der Besichtigung. Mit seinen Kollegen entwickelte er ein anspruchsvolles Gesamtkonzept, um dem Anwesen Glanz und Wuerde zurueckzugeben. Der Bauherr setzte dabei volles Vertrauen in die Planer: Wir hatten von Anfang an klare Vorstellungen, wie das Ganze aussehen und funktionieren soll. Dafuer musste nur an Loesungen gearbeitet werden, was mit unseren Partnern kein Problem darstellte. Weimer: Uns verbindet eine lange Freundschaft. Wir hatten voellig freie Hand in der Gestaltung. Behutsam ist das Anwesen aus seinem Dornroeschenschlaf geweckt und aufwaendig renoviert und erweitert worden.Was zuvor ein Bild von Zerfall und Ungeordnetheit bot, wirkt jetzt aufgeraeumt und wie aus einem Guss. Die Vergangenheit ist aber noch immer zu spueren. Wir lieben alte Bausubstanz. Das hat eine ganz besondere Atmosphaere und entspricht viel eher unserer Vorstellung eines Weinguts, sagt der Bauherr. Ausserdem ist es eine nachhaltigere Loesung, ein bestehendes Gebaeude zu sanieren als etwas Neues auf die gruene Wiese zu stellen. Clemens Stobl, seit Langem in der Werbebranche taetig, stellt nun auf Gut Wagram Premium-Weine her. Die Huelle des Haupthauses blieb praktisch unveraendert und wurde lediglich um Balkone im oberen Stock ergaenzt. Fuer eine bessere Erschliessung wurde die Hauptstiege im Wohnhaus umgedreht und ein historisches Gelaender nachempfunden. Die Waende sind mit zurueckhaltenden Farben versehen, die sich an den Nuancen der freigelegten Fresken orientieren. Klarheit, authentische Materialien und Haptik, nennt Weimer die Prinzipien der Gestaltung. Ziel war, den urspruenglichen Zustand wiederherzustellen, die Geschichte sichtbar zu machen und mit Neuem zu verbinden, sodass es nicht auffaellt. Alles ist auf hoechstem Niveau, aber nicht protzig. Design im klassischen Sinn war hier nicht gefragt. Zur besseren Erschliessung wurde die Hauptstiege umgedreht. Um dies zu erreichen, wurde das Gebaelk freigelegt, die Turmuhr restauriert und das Dach mit alten Ziegeln neu eingedeckt. Die Kastenfenster sind mit Histoglas bestueckt und die Waende geschlaemmt oder in traditioneller Pinselstrich-Technik gemalt. Auf den Boeden ist antiker Fischgraet- und Tafelparkett sowie alter, getrommelter Travertin verlegt. Alles braucht Patina, nur so kommen die Materialien zum Wirken, sagt Weimer. Das Badehaus oeffnet sich ueber die Terrasse zum vorgelagerten Teich hin. Auch die Badeanlage samt Schwimm- und Bootsteich gab es bereits. Der Teich war zugeschuettet, am Ende wucherte Gestruepp darin. Es passt zum Charme des Anwesens, dass die Architekten den Teich nicht gegen einen tuerkisblauen Pool ersetzt, sondern im urspruenglichen Stil neu angelegt haben. Ein ins Zentrum integrierter Naturpool bildet mit dem smaragdgruenen Gewaesser eine stimmige Einheit. Das Badehaus, jetzt Gaestehaus, fuehrt die Geschichte weiter: Relikte, wie die mit Schnitzereien verzierte Holzlaube, wurden stilgerecht restauriert und durch einen laenglichen Bungalow im Stil der 60er-Jahre verbunden. Naturmaterialien und zurueckhaltende Farben verleihen eine wohltuende Atmosphaere. Die groesste Herausforderung bestand darin, die Vielzahl und Verschiedenartigkeit der Baustellen zu koordinieren. Neubau und Altsubstanz zusammenzufuegen, erklaert Weimer, sodass eine harmonische Verbindung entsteht. Dass das gelungen ist, beweist auch das ehemalige Wirtschaftsgebaeude. Einst fuer landwirtschaftliche Zwecke genutzt, beherbergt es nun die Weinmanufaktur. Das historische Gebaeude, in dem der Wein gelagert wird, ist um einen Neubau fuer die Anlieferung und Produktion ergaenzt worden. Betritt man diesen, findet man sich in einem loftartigen Empfangsbereich aus Sichtbeton wieder. Sichtbeton und Heraklith: Bei den Neubauten  wurden authentische Materialien gewaehlt Der Giebel ist mit roh belassenen Heraklithplatten ausgekleidet. Das schafft Atmosphaere, sagt Weimer. Warme Oberflaechen und Materialien sind entscheidend. Ãœber einen Glastrakt ist er mit dem Altbau verbunden. Bindeglied ist der Verkostungsraum, ein in Schwarzstahl gekleideter, von der Decke schwebender Kubus. Loftfenster geben Einblick in den Weinkeller frei. Alt- und Neubau sind ueber einen Glastrakt miteinander verbunden. Ein alter Dorfbrunnen, der urspruenglich aus Gmunden stammt, wurde als Zentrum zwischen Kellerei und Wohnhaus platziert. Unterirdisch sind die Bauten durch einen neu geschaffenen Gang verbunden. Im Wohngebaeude selbst ist die Leidenschaft der Hausherrin fuer Vintage-Moebel unuebersehbar: Zeitgenoessischem Mobiliar, unter anderem von Vitra oder Roda, stechen zahlreiche Designklassiker hervor. Leuchtkoerper des Vorarlberger Architekten Georg Bechter oder des italienischen Labels Davide Groppi sorgen fuer eine angenehme Lichtverteilung. Loftfenster im Verkostungsraum gestatten Blicke in den Weinkeller Im Dachgeschoss ist ein Fitnessraum untergebracht, im Keller ein Wellnessbereich mit Whirlpool, Sauna und allem, was dazugehoert. Dazwischen liegen die Privatraeume und mehrere Gaestewohnungen. Denn Gut Wagram dient dem Weinbauer nicht nur zum Arbeiten und Wohnen, sondern auch als Buehne fuer seine Gastfreundschaft: Winzer, Gastronomen und Haendler aus aller Welt geben sich hier regelmaessig die Klinke und Glaeser in die Hand. Die Architekten",,,,,6675.0,False
kurier,https://kurier.at/chronik/oesterreich/bis-zu-55-millionen-euro-schaden-durch-unwetter-im-ersten-halbjahr/401442856,"ns, us, ss, klima, klimawandel, sp",2021-07-14 00:00:00,,2024-10-24,"14.07.21, 06:20",,,Bis zu 55 Millionen Euro Schaden durch Unwetter im ersten Halbjahr,Schadensaufwand im ersten Halbjahr 2021 hoeher als im Vorjahr. Schaeden vor allem durch Hagel.,"Starke Unwetter haben auch heuer in einigen Bundeslaendern teils schwere Schaeden angerichtet. Versicherungen schaetzen die durch Unwetter und Naturkatastrophen entstandenen Schaeden im ersten Halbjahr 2021 auf bis zu 55 Mio. Euro. Die Haeufigkeit und Intensitaet von Unwettern soll in den kommenden Jahren weiter zunehmen, heisst es. Die Allianz Oesterreich schaetzt den durch Unwetter verursachten Schadensaufwand in den ersten sechs Monaten auf 50 bis 55 Mio. Euro. Schaeden seien vor allem durch Hagelstuerme gegen Ende des Halbjahres entstanden und betrafen zu rund zwei Dritteln Infrastruktur und Gebaeude. Besonders betroffene Gebiete waren dabei das Salzkammergut und das Innviertel in Oberoesterreich, sowie das noerdliche Niederoesterreich, wie ein Sprecher der Allianz im Gespraech mit der APA erklaerte.",,,,,815.0,False
kurier,https://kurier.at/politik/ausland/bayerische-gruene-ueber-koalition-veraendern-nicht-weglaufen/400712976,"digitalisierung, afd, usa, sp, energiewende, csu, familie, fdp, spd, klimakrise, ns, demo, rechtsextremismus, ss, klimaschutz, gleichberechtigung, leiche, politik, windkraft, christ, us, verkehrswende, cdu, klima, regierung, markus soeder, erneuerbare energien, robert habeck",2019-12-29 00:00:00,,2024-10-24,"29.12.19, 06:00",,,"Bayerische Gruene ueber Koalition: ""Veraendern, nicht weglaufen""","Katharina Schulze ueber Tuerkis-Gruen, Schnittmengen mit Konservativen und Frauenmangel in der Politik.","2019 war ihr Jahr: Die deutschen Gruenen erzielten bei mehreren Wahlen ihre besten Ergebnisse ein und liegen in Umfragen seit Monaten vor der SPD. Der erste Schwung kam aber 2018 aus Bayern. Dort landete die Partei mit knapp 18 Prozent auf Platz zwei. Mitverantwortlich: Fraktionschefin Katharina Schulze (34), die keine Scheu vor Bierzelten oder Sicherheitsthemen hat, um neue Mehrheiten zu erschliessen und Saetze sagt wie: Wir brauchen keine besseren Menschen, sondern bessere Politik. Diese versucht sie als Oppositionsfuehrerin im bayerischen Landtag einzufordern. KURIER: Verbot von Plastiktueten, Aufforstung von Waeldern  aus Bayern kamen viele gruene Vorstoesse, aber von CSU-Ministerpraesident Markus Soeder. Was ist da passiert? Katharina Schulze: Ich bin froh, dass der Druck von der Strasse und in den Parlamenten so wirkt, dass auch konservative Politiker und Politikerinnen am Umwelt und Klimaschutz nicht vorbeikommen. Markus Soeder umarmt jeden Baum, den er finden kann. Da gilt es genau hinzuschauen, denn grosse Reden schwingen ist das eine, konkrete Politik machen, das andere. Das vermisse ich bei ihm. Inwiefern? Wenn es etwa in Bayern darum geht auf 100 Prozent erneuerbare Energien zu kommen, bremst seine Regierung. Wir haben ein Gesetz, das den Windkraftausbau zum Erliegen brachte (Der Abstand eines Windrads muss von Wohnungen mindestens zehn Mal so weit sein, wie die Anlage hoch ist, Anm.). Wenn er es mit dem Klimaschutz ernst meinen wuerde, muesste er es abschaffen. Die Gruenen sind mit Ihnen zweitstaerkste Kraft geworden",,,,,1555.0,False
kurier,https://kurier.at/politik/ausland/die-zukunft-der-deutschen-wirtschaft-der-motor-laeuft-fast-rund/284.768.391,"digitalisierung, migration, politik, ns, demo, us, ss, cdu, klima, klimaschutz, sp",2017-09-07 00:00:00,,2024-10-24,"07.09.17, 07:30",,,Deutsche Wirtschaft: Der Motor laeuft fast rund,Dieselskandal und Fachkraeftemangel belasten allerdings die deutsche Wirtschaft.,"Reich durch Porsche, Daimler und Bosch, erster bei Innovationen und eine niedrige Arbeitslosenquote von der andere Bundeslaender nur traeumen koennen  Baden-Wuerttemberg ist ein Musterlaendle, wie die Schwaben sagen wuerden. Aber, hier in Stuttgart, gibt es bekanntlich viele Baustellen. Nicht nur das umstrittenen Bahnprojekt ""Stuttgart 21"" macht den Menschen zu schaffen, auch der Feinstaub und zuletzt die dreckige Luft der Diesel-Autos. Was das Land wirtschaftlich nach vorne brachte, macht es krank  davon sind jene Aktivisten ueberzeugt, die jeden Montag im Schlosspark demonstrieren. Ein Mann mittleren Alters, Typ Religionslehrer, stimmt sein Mikrofon. ""Willkommen zur 612. Demonstration"", begruesst er die Passanten, die stehen bleiben, und leitet ueber zum eigentlichen Thema: dem Dieselskandal. Dass davon am Sonntag keine Rede war  im ""Duett"" von Merkel und Schulz  beweist fuer ihn, wie vernetzt Autobranche und Politiker sind. Ein paar Menschen nicken. Monika aus Stuttgart klatscht. Seit 1975 ist die Mittfuenfzigerin politisch aktiv. Von den Gruenen, die hier gemeinsam mit der CDU regieren, ist sie enttaeuscht. ""Die sind ziemlich nach rechts gewandert, das sehen auch viele andere so."" Ihre Kritik: Nicht nur dass Ministerpraesident Winfried Kretschmann es zulaesst, dass mehr Fluechtlinge abgeschoben werden als in Bayern, auch am Diesel haelt er weiterhin fest.",,,,,1381.0,False
