news_outlet,provenance,query_keywords,creation_date,last_modified,crawl_date,author_person,author_organization,news_keywords,content_title,content_description,content_body
ntv,https://www.n-tv.de/panorama/Studie-laesst-auf-neues-Corona-Medikament-hoffen-article22841864.html,"ns, us, usa, ss, sp, corona",01.10.2021,01.10.2021,21.10.2024,,"ntv.de, chl/dpa","International, Corona-Maßnahmen, Corona-Krise, Merck & Co., Inc., USA, Pharmaindustrie",Studie lässt auf neues Corona-Medikament hoffen,"Dem Pharmakonzern Merck gelingt es offenbar, das Risiko für sehr schwere Covid-19-Verläufe zu halbieren - zumindest bei bestimmten Gruppen. Die Amerikaner bemühen sich nun um eine schnelle Zulassung ihres neuen Medikaments auf der ganzen Welt. Auch die Aktionäre sind begeistert.",
ntv,https://www.n-tv.de/wissen/Asteroid-zischt-nah-an-der-Erde-vorbei-article24009626.html,"ns, us, neos, rna, ss, sp",24.03.2023,24.03.2023,20.10.2024,,"ntv.de, kst","Bildung, Weltraum, ESA, Asteroid, Nasa",Asteroid zischt nah an der Erde vorbei,"Seltenes Ereignis am Nachthimmel: Ein Asteroid von bis zu 100 Metern Größe fliegt am Samstag vergleichsweise nah an der Erde vorbei - auf etwa halber Strecke zum Mond. Für Astronomen bietet sich eine gute Möglichkeit, sich auf die planetare Verteidigung vorzubereiten.",
ntv,https://www.n-tv.de/wissen/Kann-die-Anti-Corona-Pille-Erbgut-schaedigen-article22850485.html,"ns, impfstoff, us, rna, ss, pandemie, sp, corona",06.10.2021,14.10.2021,21.10.2024,,"ntv.de, hny","Bildung, Covid-19, Merck & Co., Inc., Medikamente, Sars-Cov-2",Kann die Anti-Corona-Pille Erbgut schädigen?,Ein wirksames Medikament gegen Corona - darauf hoffen viele. Jetzt könnte es tatsächlich so weit sein. Erste Ergebnisse zu einem Mittel namens Molnupiravir sind vielversprechend. Doch noch sind viele Fragen offen. Allen voran: Wie wirkt sich die Pille auf den menschlichen Körper aus?,
ntv,https://www.n-tv.de/politik/Merkel-Kann-mit-Scholz-als-Kanzler-ruhig-schlafen-article22883116.html,"ns, us, klimaschutz, regierung, schi, bundestagswahl, spd, ss, demo, klima, cdu, csu, pandemie, sp, fdp, krieg, corona, olaf scholz, angela merkel",22.10.2021,22.10.2021,21.10.2024,,"ntv.de, spl/dpa","Politik, Angela Merkel, Bundeskanzleramt, Bundestagswahl 2021, Unionsfraktion, Olaf Scholz, SPD, Bündnis 90/Die Grünen, FDP, Pandemien, Corona-Krise, Klimaschutz","Merkel: Kann mit Scholz als Kanzler ""ruhig schlafen""","In ihrem ersten Interview nach der Bundestagswahl zeigt sich Noch-Kanzlerin Merkel gelassen. ""Ich weiß, was wir geschafft haben"", sagt sie mit Blick auf ihre Amtszeit. Zugleich resümiert sie das historisch schlechte Wahlergebnis der Union, ihre Klimapolitik sowie die Corona-Krise - und gesteht eigene Fehler ein. ",
ntv,https://www.n-tv.de/politik/Gruene-begeistern-einander-fuer-die-Ampel-article22870830.html,"europa, gleichstellung, spo, ns, us, solarenergie, kindergrundsicherung, usa, spd, christ, fdp, klimaschutz, politik, wirtschaftswachstum, schi, ss, pandemie, klima, regierung, migration, sp, krieg, bundestagswahl, christian lindner, annalena baerbock, robert habeck",17.10.2021,18.10.2021,21.10.2024,Sebastian Huld,ntv.de,"Politik, Bündnis 90/Die Grünen, Ampelkoalition, FDP, SPD",Grüne begeistern einander für die Ampel,"Das Sondierungspapier zur Ampelregierung findet beim kleinen Parteitag der Grünen Zustimmung. Die Partei freut sich über viele der Vereinbarungen mit FDP und SPD. Doch die Themen Finanzen und Klima sorgen für Skepsis, das Thema Ministerposten sogar für ein wenig Ärger.",
ntv,https://www.n-tv.de/politik/Spahn-wettert-gegen-Corona-Plaene-der-Ampel-article22925362.html,"ns, us, sp, rna, politik, schi, spd, ss, kontaktbeschränkungen, cdu, pandemie, spo, fdp, impfpflicht, corona, sahra wagenknecht",11.11.2021,12.11.2021,21.10.2024,,"ntv.de, mba","Politik, Corona-Maßnahmen, Jens Spahn",Spahn wettert gegen Corona-Pläne der Ampel,"Noch steht kein klarer Fahrplan in der Pandemiebekämpfung für die Wintermonate. Mit den Ideen der designierten Ampel-Koalition ist Gesundheitsminister Spahn nicht einverstanden. Impfen soll freiwillig bleiben, stattdessen soll es im 3G-Bereich mehr Kontrollen und Bußgelder geben.",
ntv,https://www.n-tv.de/wirtschaft/Britische-Wirtschaft-auf-Rezessions-Kurs-article23645512.html,"ns, us, rna, bruttoinlandsprodukt, regierung, bip, ss, inflation, sp",12.10.2022,12.10.2022,21.10.2024,,"ntv.de, lar/rts","Wirtschaft, Wirtschaft, Großbritannien, Rezession, Wirtschaftswachstum",Britische Wirtschaft auf Rezessions-Kurs,Großbritannien bewegt sich schneller auf eine technische Rezession zu als bisher angenommen. Daten des Nationalen Statistikamtes ONS zufolge sinkt das Bruttoinlandsprodukt des Landes im August im Monatsvergleich.,
ntv,https://www.n-tv.de/wirtschaft/Mittelstaendler-schimpfen-ueber-Benachteiligung-beim-Gaspreis-article23645621.html,"ns, us, rna, politik, regierung, schi, ss, leiche, sp",12.10.2022,12.10.2022,21.10.2024,Max Borowski,ntv.de,"Wirtschaft, Gaspreis, Energiepolitik, Handwerksberufe, Mittelstand, Gas, Energiekrise",Mittelständler schimpfen über Benachteiligung beim Gaspreis,Fast 100 Milliarden Euro könnte die Gaspreisbremse den Staat kosten. Trotz dieser gigantischen Summe sehen manche Mittelständler mit einer energieintensiven Produktion weiter ihre Existenz bedroht. Vor allem klagen sie über eine Ungleichbehandlung gegenüber großen Industrieunternehmen. ,
ntv,https://www.n-tv.de/wirtschaft/Ist-der-Osten-staerker-von-der-Krise-betroffen-article23637893.html,"rna, cdu, spo, corona, ns, us, usa, spd, demo, tesla, politik, energiewende, schi, ss, linke, leiche, arbeitslosigkeit, regierung, sp, erneuerbare energien, dietmar bartsch",09.10.2022,10.10.2022,21.10.2024,,"ntv.de, Verena Schmitt-Roschmann, dpa","Wirtschaft, Erneuerbare Energien, Energiewirtschaft, Rezession, Inflation",Ist der Osten stärker von der Krise betroffen?,In verschiedenen Städten Ostdeutschlands demonstrieren immer wieder montags Tausende Menschen. Sie beklagen steigende Preise und fordern eine andere Energiepolitik. Im Westen hingegen regt sich weniger Widerstand. Sind die Menschen im Osten wirklich heftiger von der Krise gebeutelt?,
ntv,https://www.n-tv.de/wirtschaft/USA-drohen-Saudi-Arabien-mit-Konsequenzen-article23644648.html,"ns, us, usa, ukraine, ss, demo, inflation, sp, corona",12.10.2022,12.10.2022,21.10.2024,,"ntv.de, lno/AFP/dpa","Wirtschaft, Opec, Saudi-Arabien, USA, Rohstoff Öl, Inflation, Angriff auf die Ukraine, Joe Biden, Großbritannien",USA drohen Saudi-Arabien mit Konsequenzen,"Gegen den ausdrücklichen Willen der USA planen die Mitglieder der Ölexport-Gruppe OPEC+ eine Kürzung ihrer Öl-Fördermenge ab November. Nachdem daraufhin zunächst der US-Kongress ein Ende der Zusammenarbeit mit Riad fordert, droht nun auch Präsident Biden mit Konsequenzen.",
ntv,https://www.n-tv.de/politik/politik_kommentare/Die-Gruenen-sind-bereit-den-Preis-der-Macht-zu-zahlen-article23654594.html,"ns, us, sp, politik, regierung, usa, klimaziel, ukraine, spd, ss, demo, spo, fdp, klima, annalena baerbock, fridays for future, robert habeck",16.10.2022,17.10.2022,21.10.2024,Ein Kommentar von Sebastian Huld,ntv.de,"Robert Habeck, Bündnis 90/Die Grünen, Parteitag, Ricarda Lang, Omid Nouripour, Annalena Baerbock","Die Grünen sind bereit, den Preis der Macht zu zahlen","Gegen Ende des Grünen-Parteitages kracht es noch einmal richtig. Aber dennoch ist die Bundesdelegiertenkonferenz ein Erfolg für die Parteispitze: Die Partei geht schwierige Kompromisse mit, zeigt Einsicht in die Komplexität des Regierungsdaseins - und stärkt so ihre Minister in der Ampel.",
ntv,https://www.n-tv.de/politik/Trump-will-475-Millionen-Dollar-von-CNN-haben-article23627294.html,"ns, us, hitler, ss, demo",04.10.2022,04.10.2022,21.10.2024,,"ntv.de, als/AFP","Politik, USA, Donald Trump, Fake News, Prozesse",Trump will 475 Millionen Dollar von CNN haben,Ex-US-Präsident Trump fühlt sich vom TV-Sender CNN verleumdet und will einen Millionenbetrag als Schadensersatz einklagen. Nach seiner Meinung versuche der Sender mit Fake News seine Präsidentschaftskandidatur zu torpedieren. Eine Rücknahme von Einschätzungen über Trump lehnt der Sender zuvor ab. ,
ntv,https://www.n-tv.de/wissen/Erstmals-Planet-jenseits-der-Milchstrasse-aufgespuert-article22890831.html,"ns, us, rna, amerika, ss, sp",27.10.2021,28.10.2021,20.10.2024,,"ntv.de, Rainer Kayser, dpa","Bildung, Galaxien, Astronomie, Planeten",Erstmals Planet jenseits der Milchstraße aufgespürt,Tausende Planeten wurden bereits bei anderen Sternen entdeckt - aber stets in unserer Milchstraße. Nun erspähen Forscher erstmals einen möglichen Planeten in einer 23 Millionen Lichtjahre entfernten Galaxie. Das gelingt ihnen mit einem Trick.,
ntv,https://www.n-tv.de/ratgeber/Heizkosten-sparen-ohne-zu-frieren-Vier-Tipps-fuer-den-Beginn-der-Heizperiode-article23607969.html,"ns, us, schi, ss, sp",27.09.2022,27.09.2022,21.10.2024,,"ntv.de, awi/dpa","Ratgeber, Heizkosten, Heizung, Immobilien, Ölpreis, Betriebskosten, Deutscher Mieterbund, Energieversorgung, Energiekrise, Verbraucherzentralen","So heizt man sparsamer, ohne zu frieren","Zieh dich warm an oder zahl drauf: Die Heizkosten steigen stark. In den meisten Haushalten lässt sich aber noch Energie sparen. Hier sind ein paar Tipps, die garantiert keinen Komfortverlust bedeuten.",
ntv,https://www.n-tv.de/ratgeber/Thermostat-an-der-Heizung-Muss-man-voll-aufdrehen-um-schnell-zu-heizen-article23629844.html,"ns, us, usa, schi, ss, rki, sp",07.10.2022,10.10.2022,21.10.2024,,"ntv.de, awi ","Ratgeber, Heizkosten, Heizung, Immobilien, Ölpreis, Betriebskosten, Deutscher Mieterbund, Energieversorgung, Energiekrise, Verbraucherzentralen","Heizung voll aufdrehen, schneller warm?","Die Heizung während seiner Abwesenheit zu drosseln, ist löblich. Das senkt den Verbrauch. Mitunter kühlt die Wohnung dann aber doch etwas zu sehr aus. Nutzt es, nun die Thermostate voll aufzudrehen, um es zu Hause schnell wieder mollig warm zu haben?",
ntv,https://www.n-tv.de/sport/olympia/Walijewa-stuerzt-mehrfach-und-aus-den-Medaillen-article23134872.html,"ns, us, europa, sp, rna, schi, ss, spo",17.02.2022,17.02.2022,21.10.2024,,"ntv.de, tsi/dpa","Olympische Winterspiele 2022, Wintersport",Walijewa stürzt mehrfach und aus den Medaillen,"Kamila Walijewa hält dem Druck nicht stand: Das Eiskunstlauf-Wunderkind vergibt ihre Goldchance. Unter Vorbehalt darf sie trotz eines positiven Dopingtests starten, ist aber nicht wie erwartet die Beste in der Kür. Die 15-Jährige fällt nach mehreren Stürzen sogar aus den Medaillenrängen. ",
ntv,https://www.n-tv.de/sport/fussball-wm/Ganz-spaeter-Nackenschlag-wirft-Spanien-nicht-um-article24319099.html,"ns, us, schi, ss, frankreich, sp",11.08.2023,11.08.2023,21.10.2024,,"ntv.de, ter/dpa","Fußball-WM der Frauen 2023, Fußball, Fifa",Ganz später Nackenschlag wirft Spanien nicht um,"Es hätte eine der schönen Geschichten der Frauen-Fußball-WM werden können: In der Nachspielzeit repariert eine Niederländerin einen eigenen großen Fauxpas und rettet ihr Team gegen Spanien in die Verlängerung. Doch am Ende reicht es nicht, Spanien steht im Halbfinale.",
ntv,https://www.n-tv.de/sport/fussball-wm/Schwerer-Patzer-hilft-England-ins-WM-Halbfinale-article24321893.html,"ns, us, europa, amerika, schi, ss, frankreich, sp",12.08.2023,12.08.2023,21.10.2024,,"ntv.de, ter/dpa","Fußball-WM der Frauen 2023, Fußball, Fifa, DFB",Schwerer Patzer hilft England ins WM-Halbfinale,"Außenseiter Kolumbien geht gegen England im Viertelfinale der Fußball-WM der Frauen überraschend in Führung, dann bringt ein schwerer Patzer den Europameister zurück ins Spiel. Nun kommt es zum Duell mit den euphorischen Gastgeberinnen.",
ntv,https://www.n-tv.de/wissen/Neues-Corona-Mittel-bremst-Ansteckungen-article22220018.html,"ns, impfstoff, us, rna, schi, ss, pandemie, sp, corona",07.12.2020,09.12.2020,21.10.2024,Kai Stoppel,ntv.de,"Bildung, Sars-Cov-2, Medikamente, Covid-19",Neues Corona-Mittel bremst Ansteckungen,Das Medikament Molnupiravir zeigt bei Tierversuchen eine erstaunliche Wirksamkeit gegen Sars-CoV-2: Infizierte Frettchen sind bereits nach 24 Stunden nicht mehr ansteckend. Forscher hoffen auf einen Durchbruch im Kampf gegen Covid-19. Klinische Studien laufen bereits.,
ntv,https://www.n-tv.de/politik/Gruene-stimmen-fuer-Koalitionsverhandlungen-article22871039.html,"ns, grenzen, us, klimaschutz, politik, erderwärmung, regierung, schi, usa, spd, ss, kohleausstieg, sp, fdp, klima, annalena baerbock, erneuerbare energien, die grünen, robert habeck",17.10.2021,18.10.2021,21.10.2024,,"ntv.de, shu/vpe/dpa","Politik, Bündnis 90/Die Grünen, Koalitionsverhandlungen, SPD, FDP, Bundestagswahl 2021",Grüne stimmen für Koalitionsverhandlungen,Nach dem SPD-Vorstand geben nun auch die Grünen grünes Licht für Verhandlungen zur Bildung einer Ampel-Koalition. Beim kleinen Parteitag in Berlin sprechen sich die Delegierten für den nächsten Schritt auf dem Weg zur Bildung einer Regierung aus. ,
ntv,https://www.n-tv.de/politik/Was-passiert-wenn-Trump-nicht-gehen-will-article22061723.html,"ns, us, rna, amerika, schi, usa, ss, leiche, demo, pandemie, sp, corona",26.09.2020,27.09.2020,21.10.2024,Hubertus Volmer,ntv.de,"Politik, Präsidentschaftswahl in den USA 2020, Donald Trump, Joe Biden","Was passiert, wenn Trump nicht gehen will?","Die Demokratie aushebeln wird US-Präsident Trump sicher nicht, um im Amt zu bleiben. Doch vor allem bei einem knappen Wahlausgang bietet das verästelte Rechtssystem der USA ihm die Chance, eine Niederlage in einen Sieg umzuwandeln.",
ntv,https://www.n-tv.de/panorama/RKI-Chef-2G-Regeln-koennten-Impfquote-erhoehen-article22925246.html,"ns, impfstoff, us, ss, rki, pandemie, sp",11.11.2021,12.11.2021,21.10.2024,,"ntv.de, mba/dpa","International, Robert Koch-Institut, Lothar Wieler, Corona-Maßnahmen, Corona-Krise",RKI-Chef: 2G-Regeln könnten Impfquote erhöhen,Die Infektionszahlen steigen weiter rasant an. Für RKI-Chef Wieler ist die pandemische Entwicklung keine Überraschung. Zögerliche Menschen hätten bei der Impfentscheidung zu viel Spielraum bekommen. Die 2G-Regelung könnte der Impfkampagne aber neuen Schub geben.,
ntv,https://www.n-tv.de/politik/Die-Haelfte-der-Ungeimpften-waehlt-AfD-article22925276.html,"corona, ns, us, querdenker, spd, ss, demo, afd, sp, bundestagswahl",11.11.2021,11.11.2021,21.10.2024,,"ntv.de, als/AFP","Politik, AfD, Initiative Querdenken, Corona-Krise, Bundestagswahl 2021",Die Hälfte der Ungeimpften wählt AfD,"Die These wird schon im Frühjahr aufgestellt: Es gibt einen Zusammenhang zwischen der Impfneigung und der Wahl der Alternative für Deutschland. Dies ist durchaus umstritten. Die Auswertung einer Forsa-Umfrage stützt die These jedoch. Auch die Partei ""Die Basis"" steht bei Ungeimpften hoch im Kurs.",
ntv,https://www.n-tv.de/wirtschaft/Atomkapazitaeten-verdreifachen-Es-geht-nicht-sagt-WNISR-Herausgeber-Mycle-Schneider-im-Klima-Labor-article24614102.html,"europa, rna, frankreich, spo, ns, us, usa, christ, amerika, politik, energiewende, schi, ss, klima, klimawandel, regierung, ukraine, weltklima, sp, erneuerbare energien",21.12.2023,09.01.2024,20.10.2024,,ntv.de,"Wirtschaft, Atomprogramm, Atomkraft, Atomkraftwerke, Atomausstieg, Fukushima, Tepco",Kernkraft-Fantasie scheitert an desolater Industrie,"Bei der Weltklimakonferenz erklären 22 Staaten, dass sie die Atomkapazitäten bis 2050 verdreifachen wollen. Mycle Schneider schüttelt bei diesen Plänen mit dem Kopf. Im ""Klima-Labor"" von ntv beschreibt der Herausgeber des Weltnuklearberichts den desolaten Zustand der Atomindustrie.",
ntv,https://www.n-tv.de/politik/Luegender-Clown-gegen-alten-Mann-article22068447.html,"ns, impfstoff, us, sp, klimaschutz, amerika, schi, usa, spo, klimawandel, ss, linke, demo, klima, pandemie, antifa, corona",30.09.2020,30.09.2020,21.10.2024,Hubertus Volmer,ntv.de,"Politik, Präsidentschaftswahl in den USA 2020, Joe Biden, Donald Trump, TV-Duelle, USA",Lügender Clown gegen alten Mann,Die erste Debatte im Präsidentschaftswahlkampf in den USA verläuft chaotisch. Mit aggressiven Attacken treibt Amtsinhaber Trump seinen Herausforderer Biden in die Enge.,
ntv,https://www.n-tv.de/politik/Corona-war-Trump-offenkundig-voellig-egal-article22076293.html,"ns, impfstoff, us, rna, familie, usa, christ, ss, demo, pandemie, sp, corona",03.10.2020,04.10.2020,21.10.2024,Hubertus Volmer,ntv.de,"Politik, Melania Trump, Donald Trump, Präsidentschaftswahl in den USA 2020, Corona-Krise, Coronaviren",Corona war Trump offenkundig völlig egal,"Der Umgang mit der Corona-Pandemie durch US-Präsident Trump ist nicht nachlässig, sondern fahrlässig. Der Corona-Ausbruch im Weißen Haus war daher nur eine Frage der Zeit.",
ntv,https://www.n-tv.de/wirtschaft/Bund-bremst-Strompreis-Anstieg-mit-Milliarden-article23631615.html,"ns, us, politik, solarenergie, regierung, usa, ss, mittelstand, sp, erneuerbare energien, robert habeck",05.10.2022,05.10.2022,21.10.2024,,"ntv.de, jwu/rts/dpa","Wirtschaft, Energiepolitik, Energieversorger, Energieversorgung, Strompreis, Stromnetze, Staatshilfen, Bundeswirtschaftsministerium, Robert Habeck, Angriff auf die Ukraine, Energiekrise, Entlastungspaket",Bund bremst Strompreis-Anstieg mit Milliarden,Mit einem zweistelligen Milliardenbetrag stützt der Bund im kommenden Jahr die Nutzung der Stromnetze. Diese Kosten sind Teil der Stromrechnungen von Haushalten und Unternehmen. ,
ntv,https://www.n-tv.de/politik/US-Senator-will-Saudi-Arabien-abstrafen-article23641526.html,"ns, us, europa, regierung, schi, usa, ukraine, ss, demo, sp, krieg",11.10.2022,11.10.2022,21.10.2024,,"ntv.de, mau/rts","Politik, Opec, Saudi-Arabien, Joe Biden, Angriff auf die Ukraine, Energiekrise, Rohstoff Öl, Erdölförderung, Reaktionen und Statements",US-Senator will Saudi-Arabien abstrafen,"Das Verhältnis Washingtons zu Saudi-Arabien ist angespannt. Dass sich das Königreich im Ukraine-Krieg auf die Seite Russlands schlägt, indem es die OPEC-Ölfördermengen kürzt, erzürnt Senator Menendez. Er schlägt vor, die US-Beziehungen zu Riad einzufrieren. ",
ntv,https://www.n-tv.de/politik/Die-Gruenen-sind-jetzt-eine-Kriegspartei-fuer-den-Frieden-article23653289.html,"ns, us, europa, sp, amerika, politik, regierung, schi, usa, ukraine, christ, ss, linke, spo, krieg, annalena baerbock, robert habeck",15.10.2022,15.10.2022,21.10.2024,Sebastian Huld,ntv.de,"Politik, Angriff auf die Ukraine, Bündnis 90/Die Grünen, Annalena Baerbock",Die Grünen sind jetzt eine Kriegspartei für den Frieden,"Die Grünen-Spitze holt sich auf dem Bundesparteitag in Bonn die Zustimmung für Waffenlieferungen an die Ukraine. Die vereinzelten Gegenstimmen sind nur noch eine Minderheitenposition in einer Partei, die von einer neuen Generation getragen wird.",
ntv,https://www.n-tv.de/ratgeber/Energiekrise-Wie-kann-man-vor-der-Heizperiode-schnell-noch-Kosten-senken-article23573796.html,"ns, us, rna, familie, schi, ss, sp, krieg, klima",09.09.2022,09.09.2022,21.10.2024,,"ntv.de, awi/dpa","Ratgeber, Russland, Ölpreis, Wohnung, Immobilien, Gaspreis, Energiekrise, Mieter, Vermieter, Heizung, Verbraucherzentralen",Was kann man vor der Heizperiode schnell noch tun?,"Die Sorge, wie wir durch die nächste Heizsaison kommen sollen, wächst. Vor allem Hausbesitzern macht die drohende Gasknappheit Angst. Und die entsprechenden Rechnungen. Was Verbraucher jetzt noch tun können.",
ntv,https://www.n-tv.de/ratgeber/Kalte-Jahreszeit-beginnt-Ab-wann-muessen-Vermieter-eine-beheizbare-Wohnung-garantieren-article23582950.html,"ns, us, regierung, schi, ss, leiche, sp",15.09.2022,15.09.2022,21.10.2024,Axel Witte,ntv.de,"Ratgeber, Heizkosten, Heizung, Immobilien, Wohnung, Ölpreis, Mieter, Vermieter, Betriebskosten, Deutscher Mieterbund, Rechtsfragen, Urteile",Ab wann muss die Heizung laufen?  ,"Ungeachtet dessen, dass viele Mieter ob der exorbitanten Energiekosten die Heizung wohl etwas später anschmeißen werden, stellt sich doch die Frage, ab wann Vermieter dafür Sorge tragen müssen, dass die Wohnung zu beheizen ist. Hier ist die Antwort. ",
ntv,https://www.n-tv.de/sport/olympia/Die-besten-Doping-Ausreden-aller-Zeiten-article23128887.html,"ns, us, sp, rna, amerika, schi, christ, ss, frankreich, spo",15.02.2022,15.02.2022,21.10.2024,,"ntv.de, sue/sid","Doping, Jan Ullrich, Tour de France, Olympische Winterspiele 2022, Tennis, Fußball-Bundesliga",Die besten Doping-Ausreden aller Zeiten,"Der Doping-Fall Walijewa hängt mit einem Medikament ihres Opas zusammen, sagt die Russin. Nichts weiter als eine Schusselei einer 15-Jährigen also. In der langen Geschichte des Dopings ist das bei weitem aber nicht die kurioseste Begründung für einen positiven Befund.",
ntv,https://www.n-tv.de/sport/fussball-wm/Rueckkehr-des-Superstars-katapultiert-Australien-in-die-Hysterie-article24310960.html,"ns, us, schi, asien, ss, frankreich, sp",07.08.2023,07.08.2023,21.10.2024,Anja Rau,ntv.de,"Fußball-WM der Frauen 2023, Fußball, Australien, Frauenfußball",Rückkehr des Superstars katapultiert Australien in die Hysterie,Die Gastgeberinnen aus Australien sind bei der Fußball-Weltmeisterschaft weiterhin mit dabei. Im Achtelfinale kehrt zudem Starstürmerin Sam Kerr zurück auf den Platz. Die Personalie sorgt für gewaltige Aufmerksamkeit und schürt die Euphorie. Das könnte im Turnier noch weiterhelfen.,
ntv,https://www.n-tv.de/sport/fussball-wm/Australien-gewinnt-WM-Drama-mit-dem-20-Elfmeter-article24321752.html,"ns, us, schi, ss, frankreich, sp",12.08.2023,12.08.2023,21.10.2024,,"ntv.de, ter/sid","Fußball, Fifa-Ethikkommission, Fußball-WM der Frauen 2023",Australien gewinnt WM-Drama mit dem 20. Elfmeter,Die Reise von Gastgeber Australien geht bei der Fußball-Weltmeisterschaft der Frauen weiter: Die Matildas schlagen Frankreich in einem dramatischen Elfmeterschießen. Die Entscheidung fällt mit dem 20. Elfmeter.,
ntv,https://www.n-tv.de/wissen/NABU-im-Klima-Labor-Ist-ein-Seeadler-wirklich-wichtiger-als-ein-neues-Windrad-article24472008.html,"ns, naturschutz, us, sp, klimaschutz, artenschutz, politik, energiewende, regierung, schi, usa, christ, ss, leiche, klima, windkraft, spo, klimawandel, erneuerbare energien, robert habeck",19.10.2023,19.10.2023,20.10.2024,,ntv.de,"Bildung, NABU, Tierschutz, Artenschutz, Tiere, Erneuerbare Energien, Energiewende, Umweltschutz",Ist ein Seeadler wirklich wichtiger als ein neues Windrad?,"Der NABU ist bekannt für zwei Dinge: für die Wahl zum Vogel des Jahres und als Verhinderer von Windkraftanlagen. NABU-Präsident Krüger sieht es anders. Im ""Klima-Labor"" von ntv erklärt er, warum es nicht der NABU ist, der die Energiewende blockiert, und warum seltene Arten eine Mahnung sind.",
ntv,https://www.n-tv.de/wissen/Warum-der-Corona-Impfstoff-so-schnell-da-ist-article22206914.html,"ns, impfstoff, europa, us, rna, regierung, usa, ss, rki, pandemie, sp, corona",01.12.2020,08.02.2022,21.10.2024,Kai Stoppel,ntv.de,"Bildung, Corona-Impfung, Impfung, Paul-Ehrlich-Institut, Coronaviren, Sars",Warum der Corona-Impfstoff so schnell da ist,Es scheint wie ein Wissenschafts-Märchen: Rund ein Jahr nach dem Auftreten von Covid-19 gibt es aller Voraussicht nach bereits einen wirksamen Impfstoff gegen die Krankheit. Üblicherweise nimmt die Impfstoff-Forschung jedoch Jahre in Anspruch. Was ist in diesem Fall anders gelaufen?,
ntv,https://www.n-tv.de/panorama/Dexamethason-wird-Covid-19-Medikament-article22046316.html,"ns, us, ss, sp, corona",18.09.2020,18.09.2020,21.10.2024,,"ntv.de, spl/dpa","International, Corona-Krise, Medizin, Pandemien, Covid-19, Sars-Cov-2, EU, Bundesinstitut für Arzneimittel und Medizinprodukte",Dexamethason wird Covid-19-Medikament,Als eines von wenigen Mitteln in der Behandlung schwerer Corona-Fälle ist der Wirkstoff Dexamethason vielversprechend. In schweren Fällen mindert er die Sterblichkeit deutlich. Nun wird das Mittel EU-weit zur Behandlung von bestimmten Covid-19-Patienten empfohlen.  ,
ntv,https://www.n-tv.de/politik/SPD-will-Bundestagspraesidenten-stellen-article22870489.html,"ns, us, usa, spd, ss, sp, fdp, olaf scholz, norbert walter-borjans",17.10.2021,17.10.2021,21.10.2024,,"ntv.de, mdi/dpa","Politik, SPD, Rolf Mützenich, Norbert Walter-Borjans, Deutscher Bundestag",SPD will Bundestagspräsidenten stellen,"Traditionell stellt die Fraktion mit den meisten Abgeordneten auch den Bundestagspräsidenten. Spekulationen, dass es in der kommenden Legislaturperiode anders sein könnte, weist SPD-Chef Norbert Walter-Borjans zurück und schlägt bereits einen möglichen Kandidaten vor.",
ntv,https://www.n-tv.de/politik/Hier-stehen-ueberall-Trump-Schilder-article22000992.html,"ns, impfstoff, us, sp, amerika, politik, familie, regierung, schi, usa, ss, demo, arbeitsmarkt, pandemie, spo, krieg, corona",28.08.2020,29.08.2020,21.10.2024,,ntv.de,"Politik, Donald Trump, Präsidentschaftswahl in den USA 2020, USA","""Hier stehen überall Trump-Schilder""","Trumps Wirtschaftspolitik kommt noch immer gut bei vielen Wählern an, sagt Politikwissenschaftler Paul Sracic von der Universität Youngstown. Vor allem der Handelskrieg mit China ist im Mittleren Westen populär. ""Wenn die Wirtschaft das zentrale Thema ist, dann gewinnt Trump"", prognostiziert Sracic.",
ntv,https://www.n-tv.de/panorama/Mehrheit-der-Ungeimpften-bleibt-beim-Nein-article22892193.html,"ns, grenzen, impfstoff, us, politik, ss, sp, corona",28.10.2021,28.10.2021,21.10.2024,,"ntv.de, mau","International, Umfragen, Corona-Impfung, Impfung, Nebenwirkungen nach Impfung",Mehrheit der Ungeimpften bleibt beim Nein,"Erhöhen niedrigschwellige Angebote die Impfbereitschaft? Eine Forsa-Umfrage lässt Zweifel aufkommen. Die meisten Impfgegner haben sich offenbar entschieden. Anreize oder Druck lassen nicht die Immunisierungs-Quote ansteigen, sondern das Misstrauen gegenüber dem Staat.",
ntv,https://www.n-tv.de/politik/Trump-soll-jahrelang-kaum-Steuern-gezahlt-haben-article22063445.html,"ns, us, sp, schi, ss, demo, spo",28.09.2020,28.09.2020,21.10.2024,,"ntv.de, ino/dpa","Politik, Donald Trump, Einkommensteuer",Trump soll jahrelang kaum Steuern gezahlt haben,"Vor seiner Wahl zum US-Präsidenten war Donald Trump im Immobiliengeschäft tätig, nach eigenen Aussagen sehr erfolgreich. Trotzdem soll er laut einem Zeitungsbericht weit weniger Dollar an den Fiskus abgeführt haben als ein amerikanischer Durchschnittsverdiener.   ",
