news_outlet,provenance,query_keywords,creation_date,last_modified,crawl_date,author_person,author_organization,news_keywords,content_title,content_description,content_body
ntv,https://www.n-tv.de/wissen/Groesster-Vollmond-des-Jahres-Draconiden-und-superschnelle-Orioniden-das-bietet-der-Himmel-im-Oktober-article25250282.html,"ns, us, europa, rna, amerika, schi, usa, ss, linke, sp",30.09.2024,30.09.2024,20.10.2024,,"ntv.de, Hans-Ulrich Keller, dpa","Bildung, Sternschnuppen, Astronomie, Astrologie, Sonne, Sonnenfinsternis, Saturn, Sommer- und Winterzeit, Mond",Größter Vollmond des Jahres und superschnelle Orioniden,Der neue Monat wartet mit dem größten Vollmond des ganzen Jahres auf - und zugleich mit extremen Gezeiten und Springfluten an den Küsten. Sehr schnelle Sternschnuppen flitzen über den Himmel. Und auch die Sonne bietet ein Schauspiel - das ist aber hierzulande nicht zu sehen.,
ntv,https://www.n-tv.de/wissen/Komet-Tsuchinshan-Atlas-C-2023-A3-Nachtschwaermer-sehen-bald-Kometen-mit-blossem-Auge-article25279102.html,"ns, sp, ss, us",09.10.2024,10.10.2024,20.10.2024,,"ntv.de, mpa/dpa","Bildung, Kometen, Weltraum",Nachtschwärmer sehen bald Kometen mit bloßem Auge,"Der Komet Tsuchinshan-Atlas nähert sich der Erde. In den kommenden Tagen ist er so gering entfernt, dass ihn Nachtschwärmer mit bloßem Auge erkennen können. Eine Gefahr für den Planeten stellt der Himmelskörper allerdings nicht dar.",
ntv,https://www.n-tv.de/wissen/Kleine-Saturn-Monde-sind-leicht-wie-Kork-article20933811.html,"ns, us, rna, usa, schi, ss, sp",28.03.2019,29.03.2019,20.10.2024,,"ntv.de, Till Mundzeck, dpa","Bildung, Saturn, Nasa, Astronomie, Raumsonden, Max-Planck-Gesellschaft",Kleine Saturn-Monde sind leicht wie Kork,"Die Raumsonde ""Cassini"" fliegt bei ihrer Mission auch zwischen dem Saturn und seinen Ringen durch. Dabei kann sie aus zuvor unerreichter Nähe Bilder von fünf Mini-Monden machen. Die bringen überraschende Erkenntnisse - zur Dichte und auch zur Form.",
ntv,https://www.n-tv.de/sport/fussball-em/Die-grausam-schoenste-aller-Achterbahnfahrten-article23499968.html,"ns, us, rna, politik, frankreich, schi, usa, spd, ss, afd, israel, pandemie, sp, corona",01.08.2022,01.08.2022,21.10.2024,Eine Danksagung von David Bedürftig,ntv.de,"DFB-Frauen, England, Europameisterschaften, Joachim Löw, Fußball-Nationalmannschaft, DFB, Hansi Flick",Die grausam-schönste aller Achterbahnfahrten,Endlich wieder Puls. Und das bei einem Länderspiel! Für Fußball-Fans bedeutet DFB nur noch Langeweile und Hashtags. Doch dann kommen die deutschen Fußballerinnen und stellen alles auf den Kopf. Wahnsinn!,
ntv,https://www.n-tv.de/sport/fussball-em/Nachruecker-Portugal-verpasst-Sensations-Comeback-article23453380.html,"ns, us, rna, schi, ss, sp",09.07.2022,09.07.2022,21.10.2024,,"ntv.de, sue/sid","Europameisterschaften, Frauenfußball",Nachrücker Portugal verpasst Sensations-Comeback,"Die Zuschauer beim Spiel zwischen der Schweiz und Portugal im Leigh Sports Village Stadium nahe Manchester sehen zwei vollkommen unterschiedliche Halbzeiten und eine furiose Schlussphase, in der die für Russland nachgerückten Portugiesinnen haarscharf an einem Sensations-Comeback vorbeischrammen.",
ntv,https://www.n-tv.de/sport/fussball/Euphorisches-DFB-Team-strotzt-vor-Selbstvertrauen-article23453903.html,"ns, us, europa, sp, ss, frankreich, spo",10.07.2022,10.07.2022,21.10.2024,,"ntv.de, Ulrike John, dpa","Fußball, Fußball, DFB, Europameisterschaften",Euphorisches DFB-Team strotzt vor Selbstvertrauen,"Die deutsche Auswahl gilt als die stärkste nach den ersten EM-Spielen - gemeinsam mit dem nächsten Gegner Spanien. Beim DFB ist man optimistisch, dass der Weg zum Titel nur über Deutschland führt. Die Trainerin spricht vom besten Spiel unter ihrer Regie.",
ntv,https://www.n-tv.de/ratgeber/Kann-ich-im-Alter-meinen-Lebensstandard-halten-Darum-sollten-Sie-Ihren-Kapitalbedarf-kalkulieren-article23319012.html,"ns, us, pensionen, usa, ukraine, ss, inflation, sp, krieg, corona",10.05.2022,16.05.2022,21.10.2024,,"ntv.de, Monika Hillemacher, dpa","Ratgeber, Beruf, Rentner, Rentenversicherung, Verbraucher, Arbeitnehmer, Verbraucherzentralen, Mütter, Private Altersvorsorge, Versicherungen, Mütterrente, Stiftung Warentest, Aktienfonds, Altersvorsorge",So kalkulieren Rentner ihren Kapitalbedarf,"Wer aufhört zu arbeiten, hat meist weniger Geld zur Verfügung als vorher. Doch sich im Rentenalter einzuschränken, ist oft keine Option. Eine Kalkulation des Finanzbedarfs schafft Übersicht.",
ntv,https://www.n-tv.de/sport/fussball-em/Englands-Frauen-mit-Rekordergebnis-im-Viertelfinale-article23457020.html,"ns, us, schi, ss, sp",11.07.2022,11.07.2022,21.10.2024,,"ntv.de, als/sid","England, Norwegen, Frauenfußball, Europameisterschaften, Fußball",Englands Frauen mit Rekordergebnis im Viertelfinale,"Die englischen Fußball-Frauen stehen bei der Europameisterschaft im Viertelfinale, und wie. Gegen Norwegen trumpften die Britinnen auf und erzielten Tor um Tor. Am Ende stand mit 8:0 ein neuer Rekord zu Buche. Die DFB-Frauen haben besser zugeschaut, sie könnten im Viertelfinale Gegner der Torhungrigen sein.",
ntv,https://www.n-tv.de/panorama/Immer-mehr-Menschen-im-Rentenalter-arbeiten-article23332144.html,"ns, us, regierung, ss, linke, arbeitsmarkt, sp",14.05.2022,14.05.2022,21.10.2024,,"ntv.de, mbu/AFP","International, Rentner, Rentenpolitik, Die Linke, Bundesagentur für Arbeit",Immer mehr Menschen im Rentenalter arbeiten ,2010 haben rund 685.000 Menschen über 67 Jahren einen Job. 2021 sind es bereits über eine Million. Linken-Abgeordneter Pellman macht für den starken Anstieg zu niedrige Renten verantwortlich. Laut einer Studie gehen aber viele Seniorinnen und Senioren auch aus nichtfinanziellen Gründen weiter zur Arbeit.,
ntv,https://www.n-tv.de/wirtschaft/Ifo-Mietendeckel-halbierte-Wohnungsangebot-article23263452.html,"ns, us, politik, ss, mietpreisdeckel",12.04.2022,12.04.2022,21.10.2024,,"ntv.de, chl/AFP","Wirtschaft, Mietendeckel, Mieterhöhungen, Berlin, Ifo-Institut",Ifo: Mietendeckel halbierte Wohnungsangebot,"Vor einem Jahr kippt das Bundesverfassungsgericht den Berliner Mietendeckel. Eine aktuelle Studie des Ifo-Instituts zeigt, dass das Gesetz die Zahl der angebotenen Wohnungen drastisch verknappte. Ein Teil der Mieter profitiert aber noch immer.",
ntv,https://www.n-tv.de/politik/Behoerde-fuers-Lieferkettengesetz-zieht-in-den-Osten-article22901345.html,"ns, us, rna, energiewende, regierung, schi, spd, ss, kohleausstieg, sp, fdp, klima",01.11.2021,01.11.2021,21.10.2024,,"ntv.de, jwu/dpa","Politik, Lieferketten, Bundesregierung, Ostdeutschland, Kohleausstieg, Sachsen-Anhalt, Sachsen, Bundeswirtschaftsministerium",Behörde fürs Lieferkettengesetz zieht in den Osten,"Mit dem Ausstieg aus der Braunkohle hat sich der Bund verpflichtet, die betreffenden Regionen strukturell zu stärken. Ein Schritt ist die Ansiedlung Behörden. Künftig werden die Aufgaben aus dem Lieferkettengesetz von Mitteldeutschland aus überwacht.",
ntv,https://www.n-tv.de/politik/politik_kommentare/20-Prozent-AfD-bleiben-eine-Schande-article22601602.html,"ns, us, spd, ss, afd, cdu, sp, sahra wagenknecht",07.06.2021,07.06.2021,21.10.2024,Nikolaus Blome,ntv.de,"Sachsen-Anhalt, Landtagswahlen Sachsen-Anhalt, Reiner Haseloff, AfD",20 Prozent AfD bleiben eine Schande,Das allgemeine Aufatmen nach der Sachsen-Anhalt-Wahl ist zynisch. Die Rechtsaußen-Partei ist im Osten erschreckend fest verankert.,
ntv,https://www.n-tv.de/politik/Tausende-Jobs-in-strukturschwachen-Regionen-article22505436.html,"ns, us, politik, familie, regierung, schi, ss, sp",21.04.2021,22.04.2021,21.10.2024,,"ntv.de, jwu/dpa","Politik, Ostdeutschland, Strukturreformen, Bundesregierung",Tausende Jobs in strukturschwachen Regionen,In den vom Kohlausstieg betroffenen Regionen sowie in strukturschwachen Gegenden will der Bund mit der Ansiedlung von Behörden neue Jobs schaffen. Bislang wurde ein Dutzend Standorte aufgebaut.,
ntv,https://www.n-tv.de/incoming/Capital-article21940795.html,"europa, klimafreundlich, mrna, rna, klimaneutral, nazi, asien, rki, inflation, arbeitsmarkt, cdu, frankreich, spo, lockdown, corona, ns, naturschutz, us, steueroase, usa, christ, demo, elektromobilität, fdp, gleichberechtigung, impfstoff, tesla, klimaschutz, amerika, politik, energiewende, schi, datenschutz, ss, linke, leiche, afrika, windkraft, digitalisierung, pandemie, israel, klimawandel, klima, familie, regierung, ukraine, homeoffice, ischgl, sp, krieg, fossile brennstoffe, olaf scholz, friedrich merz",25.11.2020,05.08.2022,20.10.2024,,,Capital,Capital,"""Wirtschaft ist Gesellschaft"". Unter diesem Motto beleuchtet das Wirtschaftsmagazin Unternehmen und Organisationen sowie die Menschen, die für sie arbeiten. Und schafft so neue Perspektiven. Wir finden den Ansatz gut. Deshalb kooperiert ntv.de mit ""Capital"".",
ntv,https://www.n-tv.de/politik/Scholz-weicht-Fragen-aus-mehrere-FDP-Mitglieder-gehen-vorzeitig-article23329427.html,"ns, us, sp, politik, schi, ukraine, spd, ss, demo, cdu, spo, fdp, krieg, olaf scholz",13.05.2022,13.05.2022,21.10.2024,,"ntv.de, mli","Politik, Olaf Scholz, Angriff auf die Ukraine, Ampelkoalition",Scholz weicht Fragen aus - mehrere FDP-Mitglieder gehen vorzeitig,"Eigentlich soll Bundeskanzler Scholz im Verteidigungsausschuss Rede und Antwort zu seiner Ukraine-Politik stehen. Doch weil er offenbar immer wieder ausweichend antwortet, verlassen mehrere FDP-Mitglieder des Gremiums den Raum. Anschließend zeigen sie sich unzufrieden.",
ntv,https://www.n-tv.de/sport/fussball/Barca-erloest-endlich-auch-den-FC-Bayern-article23467683.html,"ns, us, europa, sp, schi, usa, ss, leiche, spo",16.07.2022,20.07.2022,21.10.2024,Till Erdenberger,ntv.de,"Fußball, FC Bayern München, Robert Lewandowski, Hasan Salihamidzic, FC Barcelona",Barça erlöst endlich auch den FC Bayern,Der Wechsel von Robert Lewandowski vom FC Bayern München zum FC Barcelona ist offenbar endlich eingetütet. Eine wochenlange Wechselposse ist damit am Ende angekommen. ,
ntv,https://www.n-tv.de/sport/fussball/Wir-die-Spieler-sind-nur-fuer-einen-Moment-da-article23469584.html,"ns, us, sp, schi, ss, spo",17.07.2022,17.07.2022,21.10.2024,,"ntv.de, ter","Fußball, FC Bayern München, Herbert Hainer, Robert Lewandowski, Oliver Kahn, Hasan Salihamidzic, Julian Nagelsmann","""Wir, die Spieler, sind nur für einen Moment da""",Robert Lewandowski bekommt seinen Willen: Der Stürmer darf nach einer monatelangen Transferposse zum FC Barcelona wechseln. Am Ende seiner Zeit beim FC Bayern sind dann doch noch alle wieder zufrieden und versichern sich wechselseitiger Hochachtung.,
ntv,https://www.n-tv.de/sport/fussball/Barca-holt-sich-den-Status-als-Weltklub-zurueck-article23469597.html,"ns, us, sp, rna, usa, schi, ss, spo",17.07.2022,17.07.2022,21.10.2024,,"ntv.de, sue/sid","Fußball, FC Barcelona, Robert Lewandowski, FC Bayern München","""Barça holt sich den Status als Weltklub zurück""","Die spanischen Medien haben hohe Erwartungen an den neuen Star des FC Barcelona, Weltfußballer Robert Lewandowski, der von Bayern München zu den Katalanen wechselt. ""Mit dem Wechsel von Lewandowski sind Tore für den FC Barcelona garantiert"", schrieb ""AS"". Die spanischen Pressestimmen im Überblick.",
ntv,https://www.n-tv.de/wissen/Corona-hebt-Forschung-auf-neues-Level-article22352837.html,"ns, impfstoff, us, mrna, rna, schi, usa, ss, pandemie, sp, lockdown, corona",11.02.2021,11.02.2021,21.10.2024,Daniela Halm,ntv.de,"Bildung, Coronaviren, Sars-Cov-2",Corona hebt Forschung auf neues Level,"Im Rekordtempo entwickeln die Forscher einen Impfstoff gegen das Coronavirus Sars-CoV-2. Der schnelle Erfolg gelingt unter gewaltigem Druck - und auch, weil Wissenschaftler weltweit plötzlich enger zusammenarbeiten. Dieser Schub könnte auch beim Kampf gegen andere Krankheiten Erfolge bringen.",
ntv,https://www.n-tv.de/sport/fussball/Cristiano-Ronaldo-wuetet-gegen-die-Medien-article23530688.html,"ns, sp, ss, us",17.08.2022,17.08.2022,21.10.2024,,"ntv.de, ter/dpa","Fußball, Cristiano Ronaldo, Manchester United","Cristiano Ronaldo wütet gegen ""die Medien""","Cristiano Ronaldo ist wütend: Der portugiesische Superstar schimpft gegen Medien, die ""nur Lügen"" über ihn erzählen würden. Dabei lässt er offen, ob sich sein Ärger um die Berichte über seine unbefriedigende Situation bei Manchester United dreht oder doch um andere Dinge.",
ntv,https://www.n-tv.de/wissen/Corona-Supervakzin-soll-jahrelang-schuetzen-article22552106.html,"ns, impfstoff, europa, us, regierung, usa, ss, frankreich, pandemie, sp, corona",13.05.2021,14.05.2021,21.10.2024,,"ntv.de, mra/AFP","Bildung, Coronaviren, Coronavirus-Mutation, Impfung, Corona-Impfung",Corona-Supervakzin soll jahrelang schützen,"Die schnelle Impfstoff-Entwicklung gegen Corona ist ein Wunder der Medizin, das mRNA-Verfahren eine kleine Revolution. Doch alle verfügbaren Vakzine müssen wohl regelmäßig aufgefrischt werden - und wirken nicht immer gegen Mutationen. Ein anderes Verfahren will beide Probleme lösen - birgt aber andere Risiken.",
ntv,https://www.n-tv.de/wirtschaft/Unternehmen-poltern-gegen-Lieferkettengesetz-article24678800.html,"ns, us, europa, politik, familie, erderwärmung, regierung, schi, klimaziel, ss, mittelstand, sp, klima",22.01.2024,22.01.2024,20.10.2024,,"ntv.de, gri/dpa ","Wirtschaft, Lieferketten, EU-Kommission, Ampelkoalition",Unternehmen poltern gegen Lieferkettengesetz,"Im Dezember einigt sich die EU-Kommission, ein gemeinsames Lieferkettengesetz auf den Weg zu bringen. Dieses soll größere Unternehmen dazu zwingen, Menschenrechte in ihrer gesamten Lieferkette einzuhalten. Wirtschaftsverbände warnen vor hohen Kontrollkosten.",
ntv,https://www.n-tv.de/politik/Witze-und-Aberwitziges-als-Gipfel-der-Peinlichkeit-article23903219.html,"ns, grenzen, us, terror, sp, politik, regierung, schi, nazi, frauenquote, christ, ss, linke, cdu, spo, fdp, krieg, klima, annalena baerbock, armin laschet, friedrich merz",08.02.2023,09.02.2023,20.10.2024,Thomas Schmoll,ntv.de,"Politik, CDU, FDP, Marie-Agnes Strack-Zimmermann, Friedrich Merz, Karneval, Reaktionen und Statements",Witze und Aberwitziges als Gipfel der Peinlichkeit,"Marie-Agnes Strack-Zimmermann macht schlechte Witze über Friedrich Merz, die von der Redaktion der ""heute-show"" grinsend abgelehnt worden wären. Bizarr sind aber auch die Reaktionen auf die Büttenrede. Fehlt nur noch eine Debatte, ob die Freiheit der Kunst in Gefahr ist.",
ntv,https://www.n-tv.de/panorama/Woher-kommt-der-Frauenhass-article24550726.html,"ns, us, terror, rna, politik, regierung, spd, asien, ss, afd, sp, fdp",23.11.2023,24.11.2023,20.10.2024,Solveig Bach,ntv.de,"International, Frauen, Gleichberechtigung, Hasskommentare, Deutscher Bundestag, Marie-Agnes Strack-Zimmermann, Sawsan Chebli",Woher kommt der Frauenhass?,"Beleidigungen, Erniedrigungen, Drohungen - besonders oft richten sie sich in sozialen Medien gegen Frauen. Meist schreiben Männer, aber woher kommt der Frauenhass, der sich hier entlädt?",
ntv,https://www.n-tv.de/ratgeber/Kampagne-zum-Energiesparen-Das-sind-die-besten-Tipps-aus-Habecks-Spar-Aufruf-article23390891.html,"ns, us, klimaschutz, schi, ss, sp, klima, robert habeck",10.06.2022,13.06.2022,20.10.2024,,"ntv.de, Simone Andrea Mayer, dpa","Ratgeber, Strompreis, Stromsparen, Verbraucherschutz, Verbraucher, Verbraucherzentralen, Stiftung Warentest, Finanztest, Gas, Gaspreis",Die besten Tipps aus Habecks Spar-Kampagne,"""80 Millionen gemeinsam für den Energiewechsel"": Unter diesem Motto motiviert eine Kampagne zum Energiesparen. Die meisten Tipps lassen sich mühelos im Alltag umsetzen - und das ohne Investition.",
ntv,https://www.n-tv.de/politik/Ol-Embargo-Kreml-gibt-sich-unbesorgt-article23371261.html,"ns, us, sp, usa, ukraine, ss, spo, krieg, olaf scholz",01.06.2022,01.06.2022,20.10.2024,,"ntv.de, mbu/dpa","Politik, Rohstoff Öl, Russland, Angriff auf die Ukraine, Sanktionen, Ölpreis, Kreml",Öl-Embargo: Kreml gibt sich unbesorgt,"Nach langen Verhandlungen einigt sich die EU auf ein Öl-Embargo gegen Russland. Der Kreml gibt sich jedoch gelassen: Man werde das Öl auf andere Märkte umleiten und die negativen Folgen der Sanktionen minimieren, sagt ein Sprecher. Dafür werde der Boykott den gesamten globalen Energiemarkt treffen.",
ntv,https://www.n-tv.de/politik/Schoigu-ernennt-Gerassimow-zum-Oberbefehlshaber-article23838256.html,"ns, us, syrien, rna, politik, ukraine, ss, sp, krieg",11.01.2023,11.01.2023,20.10.2024,,"ntv.de, als/dpa","Politik, Sergej Schoigu, Angriff auf die Ukraine, Russland",Schoigu ernennt Gerassimow zum Oberbefehlshaber,"Nur drei Monate ist General Surowikin Oberbefehlshaber der russischen Invasionstruppen, nun gibt es an der Spitze erneut einen Wechsel. Generalstabschef Gerassimow übernimmt den Posten zusätzlich, Surowikin rückt ins zweite Glied. Der Kreml begründet den Schritt mit einer Ausweitung der Aufgaben.",
ntv,https://www.n-tv.de/politik/Nordkorea-zu-Konfrontation-mit-USA-bereit-article22628159.html,"ns, us, rna, politik, regierung, usa, ss, sp",18.06.2021,18.06.2021,20.10.2024,,"ntv.de, sbl/dpa/AFP","Politik, Nordkorea, Kim Jong Un, USA, Sanktionen, Nordkorea-Konflikt",Nordkorea zu Konfrontation mit USA bereit,"Die diplomatischen Beziehungen zwischen Nordkorea und den USA erreichen einen neuen Tiefpunkt. Die Führung in Pjöngjang wirft der Biden-Regierung eine feindselige Politik vor. Für ein ""friedliches Umfeld"" will Machthaber Kim Jong Un nicht nur den Dialog suchen.",
ntv,https://www.n-tv.de/wirtschaft/Warum-eine-Atomkraft-Verlaengerung-nichts-bringt-article23181299.html,"ns, us, europa, sp, klimafreundlich, rna, politik, energiewende, regierung, photovoltaik, ukraine, spd, ss, klima, windkraft, csu, krieg, corona, olaf scholz, markus söder, erneuerbare energien, robert habeck",08.03.2022,08.03.2022,20.10.2024,Friederike Zörner,"ntv.de, mit dpa","Wirtschaft, Atomkraft, Erdgas, Erneuerbare Energien, Markus Söder, Robert Habeck, Angriff auf die Ukraine",Warum eine Atomkraft-Verlängerung nichts bringt,Der Ukraine-Krieg heizt die Debatte über die Autonomie vom russischen Erdgas und anderen fossilen Energieträgern an. Bayerns Ministerpräsident Söder schwebt als eine Alternative das Festhalten an der Atomkraft vor. Regierung und Experten sehen das nicht als Lösung des Problems.,
ntv,https://www.n-tv.de/panorama/SUV-Fahrer-faehrt-Radfahrer-nach-Streit-tot-article25295669.html,"ns, sp, ss, us",16.10.2024,16.10.2024,20.10.2024,,"ntv.de, mdi/dpa/AFP","International, SUV, Fahrrad, Paris, Frankreich, Mord und Totschlag",SUV-Fahrer fährt Radfahrer nach Streit tot,"Im Straßenverkehr von Paris geraten ein SUV-Fahrer und ein Radfahrer in einen Streit. Zeugen berichten, wie der Fahrer des Geländewagens den 27-Jährigen mit Absicht überrollt. Der junge Mann stirbt noch am Tatort, der Täter wird festgenommen. Die Bürgermeisterin der Stadt ist schockiert. ",
ntv,https://www.n-tv.de/politik/Atomkraft-Verlaengerung-keine-realistische-Option-article23223256.html,"ns, us, politik, ss, cdu, sp, corona, erneuerbare energien, robert habeck",25.03.2022,25.03.2022,20.10.2024,,"ntv.de, vmi","Politik, Atomkraft, Gas, Ukraine-Konflikt, Russland","Atomkraft-Verlängerung ""keine realistische Option""","Was die Energieversorgung betrifft, ist sich die Politik im Moment nur in einem Punkt einig: Deutschland muss sich aus der Abhängigkeit von russischem Gas befreien. Gestritten wird über das Wie. CDU-Ministerpräsident Daniel Günther will stärker in erneuerbare Energien investieren.",
ntv,https://www.n-tv.de/politik/USA-offen-fuer-Treffen-mit-Nordkorea-article22634392.html,"ns, us, rna, amerika, regierung, usa, ss, leiche, pandemie, sp, corona",21.06.2021,21.06.2021,20.10.2024,,"ntv.de, mdi/dpa/AFP","Politik, Nordkorea, Atomwaffen, Joe Biden, USA, Kim Jong Un, Sanktionen",USA offen für Treffen mit Nordkorea,"""Dialog und Konfrontation"" mit den USA - Nordkorea ist laut jüngster Aussagen von Machthaber Kim Jong Un zu beidem bereit. Das gilt auch für die Vereinigten Staaten, kontert nun der US-Sonderberater und gibt gleichzeitig ein niederschwelliges Gesprächsangebot. ",
ntv,https://www.n-tv.de/politik/Ukraine-bestaetigt-Verlust-von-Soledar-article23846335.html,"ns, us, ss, ukraine",16.01.2023,16.01.2023,20.10.2024,,"ntv.de, als","Politik, Angriff auf die Ukraine, Ukraine, Russland, Donbass, Söldnergruppe Wagner",Ukraine bestätigt Verlust von Soledar,"Lange sträubt sich vor allem Präsident Selenskyj gegen die Bestätigung, Soledar sei gefallen. Nun gibt der Kommandeur einer ukrainischen Drohneneinheit den Verlust der Stadt bekannt. Es wird angenommen, dass die Einkreisung Bachmuts das nächste Ziel ist. US-Spezialisten glauben an einen langen Kampf.",
ntv,https://www.n-tv.de/wirtschaft/Tuerkei-will-in-Getreide-Krise-vermitteln-und-verrennt-sich-article23385587.html,"ns, us, sp, regierung, schi, usa, ukraine, afrika, ss, rki, spo, krieg, vereinte nationen",08.06.2022,09.06.2022,20.10.2024,,"ntv.de, mba/rts","Wirtschaft, Mevlüt Cavusoglu, Türkei, Sanktionen, Angriff auf die Ukraine",Türkei will in Getreide-Krise vermitteln - und verrennt sich,"20 Millionen Tonnen Getreide warten in den ukrainischen Häfen auf ihre Ausfuhr. Die russische Seeblockade lässt das jedoch nicht zu. Russlands Außenminister Lawrow macht ein Ende der Sanktionen zur Bedingung. Die Türkei zeigt Verständnis für diese Forderung, obwohl das Land eigentlich nur vermitteln will.",
ntv,https://www.n-tv.de/wirtschaft/Drei-AKW-Abschaltungen-in-der-Silvesternacht-article23028755.html,"ns, us, europa, klimafreundlich, rna, politik, regierung, schi, spd, ss, demo, frankreich, sp, fdp, klima, saskia esken",30.12.2021,30.12.2021,20.10.2024,,"ntv.de, mba/AFP","Wirtschaft, Atomkraftwerke, Atomausstieg, Deutschland, Atomkraft",Drei AKW-Abschaltungen in der Silvesternacht,"Ende 2022 ist Schluss mit Atomkraftwerken in Deutschland. Bereits zum bevorstehenden Jahreswechsel gehen drei AKW vom Netz. Ein Streitthema bleibt der Atomausstieg trotzdem, vor allem weil die EU-Kommission sogar die Einstufung der Atomkraft als klimafreundliche Energieform erwägt.",
ntv,https://www.n-tv.de/politik/Trump-ismus-macht-Wrestling-zu-Politik-article21998748.html,"ns, us, sp, arbeitslosigkeit, rna, amerika, politik, regierung, schi, usa, ss, demo, spo, krieg, corona",27.08.2020,27.08.2020,20.10.2024,Roland Peters,ntv.de,"Politik, USA, Donald Trump, Joe Biden, Präsidentschaftswahl in den USA 2020, Republikaner, Demokraten",Trump(ismus) macht Wrestling zu Politik,Der Präsidentschaftswahlkampf in den USA geht mit der offiziellen Nominierung Trumps in den Endspurt. Die Aussichten des Präsidenten sind mäßig. Zudem muss er seine Wrestling-Instinkte zügeln.,
ntv,https://www.n-tv.de/panorama/Kurz-Skiurlaub-in-Osterreich-ist-sicher-article22090410.html,"ns, grenzen, us, politik, familie, regierung, ss, ischgl, pandemie, sp, lockdown, corona, sebastian kurz, markus söder",10.10.2020,10.10.2020,20.10.2024,,"ntv.de, kst/sba/dpa","International, Österreich, Sebastian Kurz, Urlaub, Skiurlaub",Kurz: Skiurlaub in Österreich ist sicher ,"Mit dem Tiroler Skiort Ischgl verbinden viele Menschen noch immer einen der größten Corona-Ausbrüche in Mitteleuropa. Österreichs Kanzler Kurz betont jedoch, dass trotz der anhaltenden Pandemie der Winterurlaub in der Alpenrepublik sicher sei. Und er erklärt auch, warum.",
ntv,https://www.n-tv.de/wirtschaft/VW-vermutet-Menschenrechtsverletzungen-in-Lieferkette-article24539353.html,"ns, us, spo, ss, sp",17.11.2023,17.11.2023,20.10.2024,,"ntv.de, gri/dpa","Wirtschaft, Volkswagen, Lieferketten, Menschenrechte, Wolfsburg",VW vermutet Menschenrechtsverletzungen in Lieferkette,Seit Januar sind deutsche Unternehmen mit mehr als 3000 Mitarbeitern zur Einhaltung von Menschenrechten verpflichtet. VW präsentiert seinen ersten Jahresbericht und erkennt keine Missstände innerhalb des Unternehmens. Bei den Zulieferern sieht es dagegen anders aus.   ,
ntv,https://www.n-tv.de/politik/Flugzwerg-aus-dem-Mittelstand-CDU-fordert-nach-Buettenrede-Entschuldigung-von-Strack-Zimmermann-article23899863.html,"ns, grenzen, us, sp, politik, cdu, schi, nazi, ss, mittelstand, spo, fdp, krieg, olaf scholz, friedrich merz",10.02.2023,10.02.2023,20.10.2024,,"ntv.de, lar/dpa","Politik, Marie-Agnes Strack-Zimmermann, Friedrich Merz, CDU",CDU fordert Entschuldigung von Strack-Zimmermann,"Die FDP-Abgeordnete Strack-Zimmermann sorgt mit einer Karnevalsrede für Empörung. Unter anderem bezeichnet sie CDU-Chef Merz darin als ""Flugzwerg aus dem Mittelstand"", der ""schwer zu ertragen"" sei. Seine Partei fordert eine Entschuldigung.",
ntv,https://www.n-tv.de/politik/X-loescht-Hunderte-Hamas-nahe-Accounts-article24460003.html,"ns, us, terror, tesla, rna, schi, hamas, ss, leiche, israel",12.10.2023,12.10.2023,20.10.2024,,"ntv.de, als/AFP","Politik, Israel-Krieg, Hamas, Hasskommentare, X (früher Twitter), Elon Musk, EU-Kommission, Fake News",X löscht Hunderte Hamas-nahe Accounts,"Der Krieg der Hamas gegen Israel findet nicht nur auf dessen Staatsgebiet statt. Auch im Netz werden Fake News, Gewaltaufrufe und Hass gestreut. Der Onlinedienst X reagiert und löscht Tausende Kommentare und viele Accounts, die der Hamas nahe stehen sollen. ",
ntv,https://www.n-tv.de/wirtschaft/Hinter-Dior-und-Armani-steckt-ein-System-am-Rande-der-Sklaverei-article25139622.html,"ns, us, sp, rna, regierung, schi, usa, christ, ss, spo",10.08.2024,10.08.2024,20.10.2024,Udo Gümpel,ntv.de,"Wirtschaft, Italien, Mode, LVMH, Sklaverei",Hinter Dior und Armani steckt ein System am Rande der Sklaverei,Dior und Armani sind zwei der bekanntesten Mode-Marken der Welt. Doch bei der Produktion der Luxus-Produkte geht es offenbar alles andere als luxuriös zu. Die Firmen sollen in Werkstätten Menschen unter unwürdigen Umständen ausgebeutet haben. Die Mode-Marken sind nicht die einzigen im Visier der Ermittler.,
ntv,https://www.n-tv.de/politik/Wie-Tiktok-den-Krieg-in-die-Kinderzimmer-bringt-article24487050.html,"ns, us, nahost, schi, israel, hamas, ss, demo, integration, sp, krieg",25.10.2023,25.10.2023,20.10.2024,,"ntv.de, Gisela Gross, dpa","Politik, Soziale Netzwerke, Tiktok, Israel, Israel-Krieg, Gazastreifen, Hamas",Wie Tiktok den Krieg in die Kinderzimmer bringt,"Wer Plattformen wie Tiktok nur mit harmlosen Schminktipps und Rezeptideen verbindet, der irrt gewaltig. Ausgespielt werden auf dem süchtig machenden Portal auch teils grausige Kriegsbilder. Nicht alle sind authentisch. Aber das ist nicht das einzige Problem.",
