iter	MultiClass
158	0.6186313984
159	0.6152458683
160	0.6128122432
161	0.6103800047
162	0.6081267824
163	0.6044949065
164	0.6017056837
165	0.598701804
166	0.5967004299
167	0.5940236005
168	0.5904325271
169	0.5872619515
170	0.5845680947
171	0.5809112845
172	0.5792563821
173	0.5770013554
174	0.5748664159
175	0.5727633418
176	0.569877163
177	0.5657901984
178	0.5639664139
179	0.5621085903
180	0.5584912603
181	0.5560408895
182	0.5549661365
183	0.5533471484
184	0.5505244256
185	0.5483139929
186	0.5459939127
187	0.5433957386
188	0.5418066763
189	0.5365673157
190	0.5342742185
191	0.5326981288
192	0.529801734
193	0.5274200151
194	0.5258256309
195	0.5233363217
196	0.5207810873
197	0.519203136
198	0.5179070397
199	0.5145553799
200	0.5113589678
201	0.5090400203
202	0.506844888
203	0.5044457669
204	0.5001535546
205	0.4964798718
206	0.494748737
207	0.4931063259
208	0.490906296
209	0.489300793
210	0.487924218
211	0.4861551835
212	0.4836647088
213	0.4826149277
214	0.4810867512
215	0.4794741137
216	0.4769405696
217	0.4750400198
218	0.4733435984
219	0.4717077382
220	0.4699453173
221	0.4679831268
222	0.4665854458
223	0.4648413315
224	0.4625783127
225	0.4603809437
226	0.4578550477
227	0.4566598982
228	0.4534909553
229	0.4513562739
230	0.448593742
231	0.4473347894
232	0.4457204021
233	0.4419525006
234	0.4393503012
235	0.4376869056
236	0.436631548
237	0.4347626583
238	0.4330446949
239	0.4310942673
240	0.4289349716
241	0.4274595905
242	0.4261973833
243	0.4244275362
244	0.4222493997
245	0.4210561827
246	0.4201292278
247	0.4180725265
248	0.4156691368
249	0.4142716539
250	0.41278523
251	0.4115965728
252	0.4094213064
253	0.4080768298
254	0.4065058768
255	0.4053421487
256	0.4040296582
257	0.4017312048
258	0.39914658
259	0.3962630361
260	0.3942914204
261	0.3922403536
262	0.3910132609
263	0.3900075134
264	0.3882773649
265	0.3874623199
266	0.3861345188
267	0.3850680748
268	0.3833063182
269	0.3819056834
270	0.3800298002
271	0.3789902524
272	0.3764813234
273	0.3737560637
274	0.3725926231
275	0.3713859887
276	0.369845285
277	0.3677113308
278	0.3665181108
279	0.3647825296
280	0.3618164627
281	0.3605776631
282	0.3596401343
283	0.3584102136
284	0.3573355503
285	0.3556792486
286	0.354557945
287	0.3520638098
288	0.3496588441
289	0.3486654546
290	0.3460937455
291	0.344606736
292	0.3431631242
293	0.341351946
294	0.3394311141
295	0.3386131164
296	0.3376645104
297	0.3368165936
298	0.3353983381
299	0.3342804072
300	0.3334363925
301	0.331406706
302	0.3286853623
303	0.3278151074
304	0.3271797292
305	0.3264968053
306	0.3252028894
307	0.3239550289
308	0.3224155213
309	0.3214133811
310	0.3202556441
311	0.3191134841
312	0.3170984948
313	0.315785429
314	0.3146056395
315	0.3126304934
316	0.3102998107
317	0.3096135275
318	0.3087715549
319	0.3076358121
320	0.3064848801
321	0.3051716222
322	0.3042970725
323	0.3030568518
324	0.301915506
325	0.3002416393
326	0.2994462701
327	0.2985694115
328	0.2977942969
329	0.2966252095
330	0.2956177693
331	0.294229591
332	0.2920023366
333	0.2903830433
334	0.2892763204
335	0.2874615708
336	0.2865970211
337	0.2853803739
338	0.2841254045
339	0.2827727934
340	0.2818603395
341	0.2811561617
342	0.2801957098
343	0.2786858952
344	0.2781113141
345	0.2765342755
346	0.2755199095
347	0.2744629608
348	0.2737448052
349	0.2716378186
350	0.2710237788
351	0.2702732007
352	0.2697951956
353	0.2692574304
354	0.2685436499
355	0.2669381933
356	0.2655663437
357	0.265028209
358	0.2645096075
359	0.2636512489
360	0.2628417476
361	0.26160393
362	0.2608043961
363	0.2598457928
364	0.2590355283
365	0.2584555508
366	0.2576917972
367	0.2564471743
368	0.2555184474
369	0.254870771
370	0.2539226703
371	0.2526509281
372	0.2518783619
373	0.2509587378
374	0.2496517979
375	0.2485166255
376	0.2476201568
377	0.2466628373
378	0.245701209
379	0.2448654022
380	0.2443936782
381	0.2434903099
382	0.242709198
383	0.2420110835
384	0.2414991474
385	0.2408806721
386	0.2393580377
387	0.2386694411
388	0.2377844764
389	0.2364805537
390	0.2353891358
391	0.2346311447
392	0.2339627945
393	0.2334987743
394	0.2321023304
395	0.2316552546
396	0.2312182539
397	0.2307459023
398	0.2301375619
399	0.2296552513
400	0.2290444504
401	0.2276941108
402	0.2269669562
403	0.2262011358
404	0.2250392562
405	0.2244861775
406	0.22377047
407	0.2232391663
408	0.2225047247
409	0.2219384586
410	0.2211970219
411	0.2206526739
412	0.2195251129
413	0.2186506624
414	0.2174658828
415	0.2168670298
416	0.216206904
417	0.2146925963
418	0.213737474
419	0.2131182816
420	0.212590747
421	0.2120164463
422	0.2112573774
423	0.2108510171
424	0.2099752669
425	0.2093232324
426	0.2089778789
427	0.2080452346
428	0.2071103203
429	0.2065617137
430	0.2058719436
431	0.2048590476
432	0.2041104638
433	0.2035148014
434	0.2023340592
435	0.2017195186
436	0.2005654443
437	0.2001606232
438	0.1994844215
439	0.1989749562
440	0.1983011047
441	0.197971064
442	0.1974420621
443	0.1965452512
444	0.1960607096
445	0.1956623853
446	0.1949378958
447	0.1939520243
448	0.1929629671
449	0.1925923648
450	0.1918334038
451	0.1910547032
452	0.1902388733
453	0.1892262948
454	0.1882318045
455	0.1876930107
456	0.1868334266
457	0.1860597229
458	0.1855235652
459	0.1847999482
460	0.1840212303
461	0.1830520573
462	0.182766894
463	0.1823395214
464	0.1811252184
465	0.1805554808
466	0.1796014795
467	0.179092657
468	0.178146229
469	0.1773430372
470	0.1768377563
471	0.1761119092
472	0.1758089865
473	0.1754188898
474	0.1751235958
475	0.1747378162
476	0.1743908034
477	0.1739362003
478	0.1733252498
479	0.1722996209
480	0.1720006534
481	0.1715585182
482	0.1709250473
483	0.1705415951
484	0.1701692005
485	0.1693967049
486	0.1689487698
487	0.1684237254
488	0.1677674963
489	0.1674261841
490	0.1670219762
491	0.1667209958
492	0.1663936891
493	0.1659457799
494	0.1656935362
495	0.1646139496
496	0.1642837375
497	0.1638310865
498	0.1634349273
499	0.1629796559
500	0.1623171931
501	0.1620359022
502	0.1613554482
503	0.16090709
504	0.1603033445
505	0.1599811066
506	0.1593738161
507	0.1590878389
508	0.158755715
509	0.157979012
510	0.1575589223
511	0.1567165006
512	0.1559500127
513	0.1557486461
514	0.1554136512
515	0.1548908352
516	0.1544592847
517	0.1536106324
518	0.1532797805
519	0.1529541256
520	0.1522255509
521	0.1517667032
522	0.151257083
523	0.150993901
524	0.1506437811
525	0.1501362742
526	0.149477534
527	0.149112953
528	0.1484534121
529	0.1480364531
530	0.1476577328
531	0.1471049861
532	0.1465372503
533	0.1461859546
534	0.1459371525
535	0.1456262874
536	0.1452462844
537	0.1447911707
538	0.1445478682
539	0.1442758072
540	0.1438843601
541	0.1433623342
542	0.1430381195
543	0.1427020261
544	0.1424613145
545	0.1420839858
546	0.1418997054
547	0.1416137043
548	0.1412788197
549	0.140744331
550	0.1405088435
551	0.1402656186
552	0.1396658912
553	0.1392664069
554	0.138925152
555	0.1384920671
556	0.1381863932
557	0.137892373
558	0.1376638741
559	0.1373410789
560	0.1370824738
561	0.1366068343
562	0.1358079135
563	0.1351288824
564	0.1347034591
565	0.1343963616
566	0.1340075784
567	0.1335701728
568	0.1331975406
569	0.1324760177
570	0.1318776069
571	0.1316560596
572	0.1312523939
573	0.1306420551
574	0.1302756411
575	0.1300492618
576	0.1298733325
577	0.1295366689
578	0.1293431065
579	0.1288943744
580	0.1286456971
581	0.1282668914
582	0.1279629709
583	0.1276997156
584	0.1270877162
585	0.1267835542
586	0.1265563702
587	0.1263572497
588	0.1259917471
589	0.125701894
590	0.1254628292
591	0.125059346
592	0.1244906335
593	0.124268452
594	0.1240674496
595	0.1237256346
596	0.1234587696
597	0.1231616791
598	0.1229576177
599	0.1227726457
600	0.1225162023
601	0.1223503864
602	0.1221487522
603	0.1217540419
604	0.121426421
605	0.1211722486
606	0.1209069673
607	0.1205096832
608	0.1203264713
609	0.1200920025
610	0.1197663607
611	0.119315149
612	0.118999679
613	0.1188299048
614	0.1185775525
615	0.1183191604
616	0.1178940994
617	0.117663472
618	0.1171595227
619	0.1168743665
620	0.116555816
621	0.1161906796
622	0.1158701354
623	0.1156411358
624	0.1153622142
625	0.1150173201
626	0.1148689301
627	0.1147244089
628	0.1143589418
629	0.1140224732
630	0.1138277097
631	0.1136262716
632	0.1132197789
633	0.1127132046
634	0.1125290103
635	0.1123074883
636	0.1118367706
637	0.1116866548
638	0.1115450284
639	0.1112584525
640	0.1109329937
641	0.1106760783
642	0.1105167761
643	0.110305917
644	0.109960238
645	0.1097233806
646	0.1093884965
647	0.1091026312
648	0.1087632343
649	0.1085065292
650	0.1084000469
651	0.1080376251
652	0.1077932284
653	0.1074084182
654	0.1072030622
655	0.1070209054
656	0.1069033831
657	0.1066534552
658	0.1065062767
659	0.1063234894
660	0.1059054666
661	0.1055832664
662	0.1052505328
663	0.1048745676
664	0.1046376928
665	0.1043748918
666	0.1039210326
667	0.1037264246
668	0.1033927073
669	0.1032130617
670	0.1030321133
671	0.1025529353
672	0.1024010118
673	0.1022544353
674	0.1019303344
675	0.1017438533
676	0.101225355
677	0.101064032
678	0.1008172951
679	0.1006525779
680	0.1003828953
681	0.1002371441
682	0.09983576189
683	0.09956974758
684	0.09923902989
685	0.09896339172
686	0.09884266577
687	0.09870939917
688	0.09852228031
689	0.09841357254
690	0.09828584553
691	0.09796164479
692	0.09758232348
693	0.09726954996
694	0.09712273366
695	0.09695033106
696	0.09678250442
697	0.0965092789
698	0.09637643522
699	0.09608252009
700	0.09587969074
701	0.09558595497
702	0.09548118927
703	0.09532647122
704	0.09515086741
705	0.09481770486
706	0.09458528769
707	0.09445503799
708	0.094174255
709	0.09400093785
710	0.09387145005
711	0.09355924715
712	0.09338837259
713	0.09318535019
714	0.09291280074
715	0.09270703338
716	0.09260666291
717	0.0924473753
718	0.09232760805
719	0.09207719336
720	0.09182209269
721	0.09168486872
722	0.09158042499
723	0.09142564119
724	0.09127459092
725	0.09107845729
726	0.09092882779
727	0.09076854924
728	0.09065481746
729	0.09038269819
730	0.09026901573
731	0.0901635619
732	0.08994870698
733	0.08974147072
734	0.08957886215
735	0.08943081058
736	0.0893074725
737	0.08918329933
738	0.08898523195
739	0.08884204442
740	0.08871430121
741	0.08850467415
742	0.08834744352
743	0.08800764506
744	0.08787049196
745	0.08778834326
746	0.0875945415
747	0.08746453122
748	0.08723894683
749	0.08713516835
750	0.08701521929
751	0.08687661415
752	0.08670106255
753	0.0865621955
754	0.0863806466
755	0.08617095938
756	0.08601548827
757	0.08582630253
758	0.08562672956
759	0.08542074
760	0.08533976312
761	0.08523428984
762	0.08508317853
763	0.08495312066
764	0.08483486484
765	0.08473454673
766	0.08443007254
767	0.08427338465
768	0.08405274504
769	0.0839735147
770	0.0837951099
771	0.08354278994
772	0.08331746602
773	0.08305294167
774	0.08286878329
775	0.08267616066
776	0.08260291532
777	0.08239499617
778	0.08225269195
779	0.0820986973
780	0.08189820406
781	0.08168004859
782	0.08147507195
783	0.08134998342
784	0.08119157504
785	0.08104821508
786	0.08095464865
787	0.08068475196
788	0.08058150972
789	0.08040460756
790	0.08020693882
791	0.08000531337
792	0.07991247487
793	0.07976417968
794	0.07962172968
795	0.07941052029
796	0.07931220373
797	0.07914143124
798	0.07904111828
799	0.07883449307
800	0.07871435212
801	0.078600257
802	0.078475133
803	0.07832231108
804	0.07820298273
805	0.07799004203
806	0.07774642292
807	0.07757393158
808	0.07751019475
809	0.07732930858
810	0.07717777805
811	0.07707937783
812	0.07692815329
813	0.07678723572
814	0.07668532983
815	0.07655381062
816	0.07643764968
817	0.07629618714
818	0.07613494316
819	0.07593556885
820	0.07582356807
821	0.07560113075
822	0.07547645482
823	0.07534880063
824	0.07519237613
825	0.07502078996
826	0.07492999654
827	0.07481584973
828	0.0746342297
829	0.07446778051
830	0.07425779264
831	0.07408765292
832	0.0739836227
833	0.0737230312
834	0.07361129861
835	0.07346912551
836	0.07326181594
837	0.07311060892
838	0.07299587622
839	0.0727777549
840	0.0725133474
841	0.0724033965
842	0.07219929492
843	0.07211407636
844	0.07191314434
845	0.07179245995
846	0.07161945747
847	0.07148617836
848	0.07135337839
849	0.07127386662
850	0.07113323398
851	0.07102199049
852	0.07089187877
853	0.07077664557
854	0.07070138003
855	0.07052677096
856	0.07043372236
857	0.07032206197
858	0.07022625004
859	0.07000185757
860	0.06987529712
861	0.0697601372
862	0.06961709493
863	0.06945498327
864	0.06929090416
865	0.06916087592
866	0.06902650848
867	0.06879704736
868	0.06867824304
869	0.06851703652
870	0.06842809494
871	0.06829198866
872	0.06825284917
873	0.06813829904
874	0.06802762756
875	0.06789458065
876	0.06774891172
877	0.06762544295
878	0.06750695913
879	0.06743638644
880	0.067239455
881	0.06716259352
882	0.0669886695
883	0.06689015967
884	0.06669733867
885	0.06662759185
886	0.06645917533
887	0.06640410444
888	0.06623437751
889	0.06616696041
890	0.06603125713
891	0.06588532835
892	0.06578985336
893	0.06559297486
894	0.06550841969
895	0.06539492094
896	0.06525434674
897	0.06516583456
898	0.06502857397
899	0.06494363083
900	0.06486487808
901	0.06467435768
902	0.0645905456
903	0.06446993483
904	0.06434684319
905	0.06421368782
906	0.06410771236
907	0.06400265461
908	0.06389909854
909	0.06382594737
910	0.06361993825
911	0.06354690572
912	0.06346358338
913	0.06338966798
914	0.06324231487
915	0.06309632301
916	0.06298376622
917	0.06289815584
918	0.06283140914
919	0.06272618655
920	0.06264804078
921	0.06256018654
922	0.06247943111
923	0.06241057797
924	0.06230887978
925	0.06221329725
926	0.06210686048
927	0.06200048292
928	0.06192941051
929	0.06187620401
930	0.06182551841
931	0.06171436437
932	0.06158330306
933	0.06148508374
934	0.06136225078
935	0.06127003103
936	0.0611766462
937	0.06109385947
938	0.06102388967
939	0.06095608592
940	0.06086832438
941	0.06082278865
942	0.06067396975
943	0.06058596312
944	0.06043667639
945	0.06039213132
946	0.06025104049
947	0.06012874261
948	0.05996274572
949	0.05987601505
950	0.05978859788
951	0.05968583014
952	0.05957529099
953	0.05951022049
954	0.05942139515
955	0.05933930284
956	0.05927868028
957	0.05921544118
958	0.0591541708
959	0.05907103819
960	0.05895572126
961	0.05887335838
962	0.05874993893
963	0.05869715941
964	0.05865047191
965	0.05855545522
966	0.05848967237
967	0.0583861771
968	0.0582621197
969	0.05818443478
970	0.05810261776
971	0.05798855999
972	0.05787927868
973	0.05781796545
974	0.05773855274
975	0.05768874531
976	0.05764742973
977	0.05757394878
978	0.05748940813
979	0.05744306978
980	0.05737417465
981	0.05729333471
982	0.05725681992
983	0.0570835439
984	0.05703916749
985	0.05694247604
986	0.05688793203
987	0.05673526164
988	0.05664500998
989	0.05661122447
990	0.05649123289
991	0.05641563451
992	0.0563536088
993	0.05627802507
994	0.05614080604
995	0.05601604265
996	0.0559730585
997	0.05584828443
998	0.05576931527
999	0.05564301038
