iter	Passed	Remaining
444	82164	102474
445	82344	102284
446	82513	102079
447	82687	101882
448	82864	101688
449	83051	101507
450	83258	101349
451	83525	101264
452	83803	101193
453	84119	101165
454	84342	101026
455	84523	100835
456	84688	100625
457	84875	100442
458	85081	100281
459	85285	100117
460	85471	99933
461	85698	99795
462	85888	99615
463	86069	99425
464	86265	99252
465	86498	99120
466	86686	98937
467	86896	98780
468	87106	98621
469	87305	98450
470	87498	98273
471	87715	98122
472	87899	97934
473	88093	97757
474	88410	97716
475	88620	97557
476	88828	97394
477	89000	97192
478	89165	96984
479	89340	96785
480	89516	96588
481	89699	96398
482	89879	96206
483	90057	96011
484	90320	95907
485	90583	95802
486	90812	95660
487	91005	95481
488	91241	95346
489	91509	95245
490	91763	95127
491	91966	94957
492	92150	94767
493	92338	94581
494	92522	94391
495	92701	94196
496	92881	94002
497	93059	93806
498	93238	93612
499	93415	93415
500	93598	93224
501	93777	93030
502	93957	92836
503	94138	92643
504	94313	92446
505	94491	92250
506	94668	92053
507	94844	91857
508	95026	91666
509	95226	91491
510	95460	91350
511	95651	91167
512	95847	90990
513	96026	90795
514	96223	90618
515	96409	90431
516	96591	90239
517	96792	90065
518	96959	89860
519	97163	89689
520	97375	89525
521	97558	89335
522	97739	89142
523	97917	88948
524	98099	88756
525	98319	88599
526	98524	88429
527	98714	88244
528	98921	88075
529	99102	87883
530	99299	87704
531	99480	87512
532	99665	87324
533	99852	87137
534	100049	86959
535	100242	86776
536	100466	86622
537	100668	86447
538	100861	86265
539	101053	86082
540	101397	86028
541	101617	85868
542	101840	85711
543	102053	85544
544	102264	85376
545	102456	85192
546	102639	85000
547	102818	84806
548	103001	84615
549	103178	84418
550	103343	84212
551	103512	84009
552	103685	83810
553	103868	83619
554	104049	83427
555	104226	83230
556	104402	83034
557	104579	82838
558	104761	82647
559	104948	82459
560	105151	82284
561	105342	82099
562	105523	81906
563	105706	81716
564	105885	81522
565	106069	81332
566	106247	81137
567	106422	80940
568	106600	80746
569	106778	80551
570	106961	80361
571	107142	80169
572	107315	79971
573	107495	79778
574	107677	79587
575	107859	79396
576	108041	79205
577	108219	79011
578	108400	78819
579	108576	78624
580	108757	78432
581	108943	78244
582	109170	78085
583	109356	77897
584	109559	77721
585	109750	77537
586	109920	77337
587	110099	77144
588	110279	76952
589	110463	76763
590	110651	76576
591	110831	76384
592	111023	76199
593	111210	76012
594	111411	75835
595	111607	75653
596	111795	75466
597	111996	75288
598	112261	75153
599	112692	75128
600	113042	75048
601	113308	74911
602	113563	74767
603	113819	74623
604	114012	74437
605	114244	74277
606	114463	74109
607	114703	73953
608	114912	73777
609	115112	73596
610	115309	73412
611	115507	73230
612	115754	73078
613	115985	72915
614	116186	72734
615	116402	72562
616	116630	72397
617	116863	72236
618	117060	72051
619	117248	71861
620	117486	71702
621	117685	71519
622	117935	71366
623	118147	71191
624	118398	71039
625	118763	70954
626	119024	70807
627	119264	70647
628	119460	70461
629	119696	70298
630	120054	70206
631	120621	70235
632	120899	70094
633	121246	69994
634	121576	69882
635	121793	69705
636	121972	69506
637	122154	69310
638	122332	69111
639	122529	68922
640	122735	68739
641	122938	68554
642	123139	68368
643	123331	68176
644	123511	67978
645	123709	67791
646	123928	67614
647	124134	67431
648	124336	67244
649	124532	67055
650	124718	66861
651	124980	66707
652	125355	66612
653	125580	66438
654	125797	66259
655	126051	66100
656	126313	65944
657	126568	65785
658	126781	65603
659	126960	65403
660	127152	65211
661	127345	65019
662	127538	64827
663	127727	64633
664	127909	64435
665	128103	64244
666	128286	64047
667	128488	63859
668	128687	63670
669	128923	63499
670	129109	63304
671	129320	63120
672	129494	62919
673	129686	62726
674	129903	62546
675	130110	62360
676	130286	62160
677	130459	61958
678	130638	61759
679	130841	61572
680	131025	61376
681	131232	61190
682	131441	61005
683	131661	60826
684	131863	60637
685	132034	60435
686	132225	60242
687	132419	60050
688	132615	59859
689	132803	59665
690	132988	59469
691	133171	59272
692	133368	59082
693	133563	58891
694	133745	58693
695	133926	58496
696	134113	58301
697	134293	58104
698	134474	57906
699	134652	57708
700	134830	57509
701	135016	57314
702	135198	57118
703	135402	56930
704	135584	56733
705	135754	56532
706	135930	56333
707	136115	56138
708	136312	55947
709	136504	55755
710	136678	55555
711	136853	55356
712	137030	55157
713	137211	54961
714	137395	54765
715	137581	54571
716	137766	54376
717	137948	54180
718	138130	53984
719	138308	53786
720	138485	53588
721	138665	53392
722	138840	53193
723	139026	52999
724	139210	52803
725	139392	52608
726	139570	52410
727	139818	52239
728	140068	52069
729	140253	51874
730	140432	51677
731	140609	51480
732	140792	51284
733	140974	51088
734	141161	50894
735	141348	50700
736	141531	50505
737	141722	50313
738	141930	50127
739	142143	49942
740	142362	49759
741	142580	49576
742	142755	49378
743	142946	49185
744	143128	48990
745	143325	48799
746	143504	48603
747	143671	48402
748	143865	48211
749	144035	48011
750	144204	47812
751	144381	47615
752	144564	47420
753	144744	47224
754	144922	47027
755	145126	46839
756	145314	46646
757	145485	46447
758	145672	46254
759	145858	46060
760	146035	45864
761	146204	45664
762	146385	45469
763	146565	45274
764	146742	45077
765	146921	44882
766	147097	44685
767	147300	44497
768	147486	44303
769	147678	44111
770	147876	43921
771	148057	43726
772	148253	43536
773	148455	43347
774	148632	43151
775	148833	42962
776	149025	42770
777	149205	42575
778	149385	42380
779	149569	42186
780	149752	41992
781	149957	41804
782	150138	41609
783	150327	41416
784	150506	41221
785	150677	41024
786	150848	40826
787	151024	40631
788	151210	40437
789	151395	40244
790	151580	40051
791	151758	39855
792	151936	39660
793	152118	39466
794	152296	39271
795	152480	39077
796	152664	38884
797	152844	38690
798	153030	38497
799	153211	38302
800	153393	38108
801	153577	37915
802	153760	37722
803	153949	37529
804	154131	37336
805	154320	37144
806	154502	36950
807	154686	36757
808	154865	36562
809	155049	36369
810	155232	36176
811	155415	35982
812	155603	35790
813	155786	35597
814	155968	35403
815	156159	35212
816	156344	35019
817	156544	34830
818	156746	34641
819	156943	34450
820	157124	34257
821	157296	34061
822	157467	33866
823	157651	33673
824	157838	33480
825	158046	33293
826	158226	33099
827	158398	32904
828	158575	32709
829	158763	32517
830	158959	32327
831	159155	32137
832	159329	31942
833	159502	31747
834	159705	31558
835	159886	31365
836	160064	31171
837	160238	30976
838	160421	30784
839	160603	30591
840	160783	30397
841	160968	30205
842	161153	30013
843	161344	29822
844	161526	29629
845	161731	29440
846	161918	29248
847	162090	29053
848	162266	28860
849	162509	28678
850	162709	28488
851	162887	28294
852	163068	28102
853	163252	27909
854	163437	27717
855	163643	27528
856	163851	27340
857	164051	27150
858	164241	26959
859	164453	26771
860	164736	26595
861	164923	26403
862	165103	26209
863	165295	26018
864	165489	25827
865	165672	25635
866	165857	25442
867	166038	25250
868	166218	25057
869	166412	24866
870	166595	24673
871	166774	24480
872	166956	24288
873	167138	24095
874	167317	23902
875	167501	23710
876	167680	23517
877	167867	23325
878	168057	23134
879	168237	22941
880	168422	22749
881	168604	22557
882	168791	22365
883	168986	22174
884	169189	21985
885	169393	21795
886	169596	21605
887	169798	21416
888	170003	21226
889	170215	21037
890	170411	20847
891	170609	20656
892	170806	20466
893	171028	20278
894	171217	20086
895	171390	19893
896	171570	19700
897	171751	19508
898	171953	19318
899	172143	19127
900	172320	18934
901	172496	18741
902	172677	18548
903	172856	18356
904	173039	18164
905	173223	17972
906	173404	17780
907	173588	17588
908	173775	17396
909	173955	17204
910	174136	17012
911	174315	16819
912	174502	16628
913	174683	16436
914	174862	16244
915	175045	16052
916	175252	15862
917	175447	15671
918	175633	15480
919	175816	15288
920	176001	15096
921	176181	14904
922	176363	14712
923	176587	14524
924	176783	14333
925	176964	14141
926	177159	13951
927	177334	13758
928	177511	13566
929	177690	13374
930	177868	13182
931	178050	12990
932	178242	12799
933	178436	12609
934	178629	12418
935	178811	12226
936	178977	12033
937	179148	11841
938	179327	11649
939	179514	11458
940	179698	11266
941	179879	11075
942	180058	10883
943	180240	10692
944	180425	10500
945	180608	10309
946	180790	10118
947	180970	9926
948	181157	9735
949	181340	9544
950	181534	9353
951	181718	9162
952	181927	8972
953	182132	8782
954	182315	8590
955	182499	8399
956	182679	8208
957	182868	8017
958	183053	7826
959	183233	7634
960	183419	7443
961	183598	7252
962	183780	7061
963	184044	6873
964	184226	6681
965	184435	6491
966	184634	6300
967	184823	6109
968	185008	5918
969	185201	5727
970	185420	5537
971	185619	5347
972	185800	5155
973	185983	4964
974	186172	4773
975	186352	4582
976	186541	4391
977	186737	4200
978	186954	4010
979	187143	3819
980	187328	3628
981	187512	3437
982	187706	3246
983	187915	3055
984	188120	2864
985	188336	2674
986	188533	2483
987	188738	2292
988	188934	2101
989	189124	1910
990	189308	1719
991	189504	1528
992	189707	1337
993	189880	1146
994	190052	955
995	190255	764
996	190517	573
997	190771	382
998	190957	191
999	191131	0
